dz_2011,total,good,not_good
S01007696,1033,989,44
S01007697,1329,1242,87
S01007698,1312,1247,65
S01007699,808,757,51
S01007700,990,944,46
S01007701,451,413,38
S01007702,2253,2225,28
S01007703,1230,1164,66
S01007704,1393,1289,104
S01007705,1058,1029,29
S01007706,1058,1023,35
S01007707,1285,1261,24
S01007708,1038,971,67
S01007709,825,755,70
S01007710,2214,2133,81
S01007711,1342,1267,75
S01007712,1066,1019,47
S01007713,573,538,35
S01007714,643,604,39
S01007715,774,718,56
S01007716,1214,1109,105
S01007717,1003,914,89
S01007718,963,860,103
S01007719,1534,1404,130
S01007720,1091,989,102
S01007721,1085,998,87
S01007722,940,848,92
S01007723,1020,891,129
S01007724,805,755,50
S01007725,1343,1201,142
S01007726,858,788,70
S01007727,1023,943,80
S01007728,1291,1221,70
S01007729,1002,955,47
S01007730,985,941,44
S01007731,729,695,34
S01007732,1003,951,52
S01007733,853,832,21
S01007734,821,797,24
S01007735,827,807,20
S01007736,844,806,38
S01007737,1140,1075,65
S01007738,1114,1053,61
S01007739,819,752,67
S01007740,709,663,46
S01007741,899,812,87
S01007742,729,674,55
S01007743,895,840,55
S01007744,766,675,91
S01007745,1016,915,101
S01007746,889,821,68
S01007747,815,749,66
S01007748,704,636,68
S01007749,866,827,39
S01007750,930,899,31
S01007751,790,770,20
S01007752,1167,1118,49
S01007753,961,888,73
S01007754,1313,1199,114
S01007755,877,800,77
S01007756,955,858,97
S01007757,1311,1266,45
S01007758,1040,992,48
S01007759,1255,1155,100
S01007760,950,913,37
S01007761,853,832,21
S01007762,814,770,44
S01007763,772,716,56
S01007764,895,872,23
S01007765,969,933,36
S01007766,1083,1051,32
S01007767,1000,966,34
S01007768,765,721,44
S01007769,809,780,29
S01007770,812,785,27
S01007771,823,803,20
S01007772,1185,1106,79
S01007773,734,709,25
S01007774,146,142,4
S01007775,1292,1221,71
S01007776,591,580,11
S01007777,562,555,7
S01007778,2422,2347,75
S01007779,774,736,38
S01007780,795,762,33
S01007781,796,768,28
S01007782,709,671,38
S01007783,873,760,113
S01007784,1006,947,59
S01007785,507,472,35
S01007786,900,838,62
S01007787,804,775,29
S01007788,832,764,68
S01007789,1151,1076,75
S01007790,1899,1841,58
S01007791,1170,1147,23
S01007792,998,914,84
S01007793,1046,944,102
S01007794,1109,1028,81
S01007795,712,675,37
S01007796,692,636,56
S01007797,635,581,54
S01007798,778,754,24
S01007799,418,404,14
S01007800,1038,943,95
S01007801,973,868,105
S01007802,634,610,24
S01007803,1468,1307,161
S01007804,846,764,82
S01007805,971,907,64
S01007806,888,820,68
S01007807,894,851,43
S01007808,933,863,70
S01007809,1249,1195,54
S01007810,983,890,93
S01007811,871,823,48
S01007812,850,795,55
S01007813,1108,1029,79
S01007814,854,775,79
S01007815,1159,1108,51
S01007816,669,644,25
S01007817,826,774,52
S01007818,950,903,47
S01007819,803,762,41
S01007820,1088,1015,73
S01007821,826,772,54
S01007822,966,911,55
S01007823,789,743,46
S01007824,1125,1074,51
S01007825,1294,1232,62
S01007826,598,518,80
S01007827,661,628,33
S01007828,1214,1114,100
S01007829,763,691,72
S01007830,1072,957,115
S01007831,1059,965,94
S01007832,956,867,89
S01007833,983,870,113
S01007834,742,679,63
S01007835,784,736,48
S01007836,739,698,41
S01007837,1260,1214,46
S01007838,973,914,59
S01007839,1199,1105,94
S01007840,902,844,58
S01007841,951,905,46
S01007842,1215,1131,84
S01007843,944,876,68
S01007844,1340,1266,74
S01007845,995,915,80
S01007846,852,787,65
S01007847,1474,1346,128
S01007848,1070,976,94
S01007849,1112,1033,79
S01007850,754,693,61
S01007851,1036,942,94
S01007852,1282,1181,101
S01007853,807,703,104
S01007854,1286,1174,112
S01007855,658,591,67
S01007856,1053,983,70
S01007857,595,547,48
S01007858,2159,1984,175
S01007859,1529,1414,115
S01007860,1165,1079,86
S01007861,1067,993,74
S01007862,1067,1009,58
S01007863,895,847,48
S01007864,938,876,62
S01007865,1461,1428,33
S01007866,586,576,10
S01007867,1427,1396,31
S01007868,2091,2038,53
S01007869,2241,2187,54
S01007870,666,601,65
S01007871,1111,989,122
S01007872,795,688,107
S01007873,778,707,71
S01007874,887,791,96
S01007875,764,724,40
S01007876,1009,956,53
S01007877,888,794,94
S01007878,724,640,84
S01007879,1203,1080,123
S01007880,460,423,37
S01007881,656,587,69
S01007882,1612,1556,56
S01007883,1211,1147,64
S01007884,953,892,61
S01007885,1038,944,94
S01007886,1168,1065,103
S01007887,717,673,44
S01007888,1070,989,81
S01007889,1119,1017,102
S01007890,695,630,65
S01007891,1333,1245,88
S01007892,1174,1112,62
S01007893,1326,1255,71
S01007894,1050,1002,48
S01007895,771,723,48
S01007896,1110,1021,89
S01007897,1609,1554,55
S01007898,758,712,46
S01007899,502,473,29
S01007900,549,503,46
S01007901,801,731,70
S01007902,980,866,114
S01007903,803,713,90
S01007904,849,795,54
S01007905,827,755,72
S01007906,824,717,107
S01007907,780,677,103
S01007908,1296,1183,113
S01007909,719,674,45
S01007910,1111,1034,77
S01007911,1094,1006,88
S01007912,865,790,75
S01007913,1069,972,97
S01007914,744,687,57
S01007915,961,876,85
S01007916,1041,933,108
S01007917,1234,1093,141
S01007918,1034,929,105
S01007919,949,907,42
S01007920,615,590,25
S01007921,1146,1038,108
S01007922,1361,1213,148
S01007923,1279,1204,75
S01007924,1179,1056,123
S01007925,665,641,24
S01007926,931,899,32
S01007927,617,588,29
S01007928,1208,1149,59
S01007929,1617,1569,48
S01007930,727,708,19
S01007931,1353,1295,58
S01007932,831,811,20
S01007933,1341,1300,41
S01007934,720,676,44
S01007935,1273,1204,69
S01007936,1233,1199,34
S01007937,1503,1449,54
S01007938,837,771,66
S01007939,1016,947,69
S01007940,1719,1620,99
S01007941,631,609,22
S01007942,508,478,30
S01007943,970,920,50
S01007944,1026,963,63
S01007945,1202,1097,105
S01007946,1039,958,81
S01007947,1048,982,66
S01007948,760,688,72
S01007949,954,898,56
S01007950,1135,1084,51
S01007951,1005,939,66
S01007952,857,784,73
S01007953,1022,944,78
S01007954,728,661,67
S01007955,1736,1633,103
S01007956,999,942,57
S01007957,1230,1122,108
S01007958,1059,953,106
S01007959,1951,1808,143
S01007960,607,556,51
S01007961,1674,1579,95
S01007962,1096,1027,69
S01007963,1158,1057,101
S01007964,890,823,67
S01007965,774,707,67
S01007966,1090,984,106
S01007967,860,795,65
S01007968,1038,955,83
S01007969,840,784,56
S01007970,1062,983,79
S01007971,1027,927,100
S01007972,1126,1051,75
S01007973,867,845,22
S01007974,940,827,113
S01007975,655,595,60
S01007976,1086,999,87
S01007977,645,614,31
S01007978,826,786,40
S01007979,904,864,40
S01007980,816,769,47
S01007981,755,701,54
S01007982,695,649,46
S01007983,1415,1311,104
S01007984,896,847,49
S01007985,923,867,56
S01007986,675,636,39
S01007987,1033,983,50
S01007988,906,839,67
S01007989,722,684,38
S01007990,1253,1209,44
S01007991,1003,987,16
S01007992,1058,1045,13
S01007993,908,882,26
S01007994,659,642,17
S01007995,721,696,25
S01007996,338,323,15
S01007997,669,651,18
S01007998,606,567,39
S01007999,801,737,64
S01008000,913,822,91
S01008001,961,878,83
S01008002,1039,942,97
S01008003,760,697,63
S01008004,122,111,11
S01008005,165,142,23
S01008006,864,783,81
S01008007,570,521,49
S01008008,787,740,47
S01008009,1021,934,87
S01008010,1313,1217,96
S01008011,846,741,105
S01008012,997,941,56
S01008013,834,766,68
S01008014,800,761,39
S01008015,832,771,61
S01008016,781,713,68
S01008017,900,877,23
S01008018,944,923,21
S01008019,1011,962,49
S01008020,891,860,31
S01008021,699,683,16
S01008022,844,826,18
S01008023,1739,1718,21
S01008024,955,945,10
S01008025,891,845,46
S01008026,1371,1256,115
S01008027,809,755,54
S01008028,585,559,26
S01008029,3738,3634,104
S01008030,2233,2175,58
S01008031,1573,1496,77
S01008032,1248,1181,67
S01008033,1166,1162,4
S01008034,1176,1159,17
S01008035,1020,989,31
S01008036,669,655,14
S01008037,1446,1370,76
S01008038,999,937,62
S01008039,1079,1027,52
S01008040,752,725,27
S01008041,1074,1012,62
S01008042,862,839,23
S01008043,1364,1332,32
S01008044,1195,1165,30
S01008045,1313,1268,45
S01008046,1157,1056,101
S01008047,697,675,22
S01008048,662,651,11
S01008049,1023,1000,23
S01008050,682,660,22
S01008051,1229,1205,24
S01008052,829,815,14
S01008053,959,926,33
S01008054,778,743,35
S01008055,1049,1033,16
S01008056,1204,1170,34
S01008057,1358,1315,43
S01008058,895,877,18
S01008059,678,663,15
S01008060,1833,1790,43
S01008061,887,872,15
S01008062,997,967,30
S01008063,874,863,11
S01008064,1013,971,42
S01008065,1219,1190,29
S01008066,1022,993,29
S01008067,691,675,16
S01008068,1203,1170,33
S01008069,1201,1143,58
S01008070,1125,1076,49
S01008071,966,924,42
S01008072,1336,1295,41
S01008073,471,464,7
S01008074,976,953,23
S01008075,613,594,19
S01008076,1035,1003,32
S01008077,1003,988,15
S01008078,860,843,17
S01008079,905,884,21
S01008080,808,782,26
S01008081,703,692,11
S01008082,1032,1004,28
S01008083,839,808,31
S01008084,1033,1001,32
S01008085,1314,1278,36
S01008086,1256,1225,31
S01008087,1136,1102,34
S01008088,917,873,44
S01008089,997,973,24
S01008090,771,736,35
S01008091,513,500,13
S01008092,1138,1088,50
S01008093,900,862,38
S01008094,725,697,28
S01008095,1093,1046,47
S01008096,790,746,44
S01008097,897,863,34
S01008098,750,725,25
S01008099,540,524,16
S01008100,1035,978,57
S01008101,1244,1199,45
S01008102,819,789,30
S01008103,706,638,68
S01008104,1022,953,69
S01008105,1226,1116,110
S01008106,1742,1633,109
S01008107,1301,1266,35
S01008108,936,915,21
S01008109,940,914,26
S01008110,941,911,30
S01008111,869,837,32
S01008112,947,921,26
S01008113,1002,973,29
S01008114,899,865,34
S01008115,915,875,40
S01008116,1116,1086,30
S01008117,800,758,42
S01008118,1351,1290,61
S01008119,784,724,60
S01008120,707,671,36
S01008121,662,638,24
S01008122,1135,1108,27
S01008123,1063,1021,42
S01008124,1012,992,20
S01008125,1177,1134,43
S01008126,935,921,14
S01008127,489,465,24
S01008128,1104,1069,35
S01008129,980,905,75
S01008130,1152,1081,71
S01008131,766,715,51
S01008132,1110,1071,39
S01008133,829,767,62
S01008134,703,661,42
S01008135,1605,1524,81
S01008136,1419,1341,78
S01008137,1440,1321,119
S01008138,1051,965,86
S01008139,1086,973,113
S01008140,741,666,75
S01008141,1168,1112,56
S01008142,974,948,26
S01008143,1181,1099,82
S01008144,1019,988,31
S01008145,1018,943,75
S01008146,649,598,51
S01008147,901,841,60
S01008148,915,858,57
S01008149,960,907,53
S01008150,1409,1310,99
S01008151,1030,954,76
S01008152,1241,1121,120
S01008153,892,831,61
S01008154,1050,1012,38
S01008155,836,802,34
S01008156,1062,1012,50
S01008157,1083,1037,46
S01008158,1002,979,23
S01008159,1210,1091,119
S01008160,1419,1314,105
S01008161,1499,1436,63
S01008162,1264,1197,67
S01008163,894,820,74
S01008164,1450,1402,48
S01008165,880,862,18
S01008166,1347,1301,46
S01008167,1604,1532,72
S01008168,1129,1059,70
S01008169,1499,1455,44
S01008170,1530,1500,30
S01008171,909,841,68
S01008172,557,531,26
S01008173,785,768,17
S01008174,532,510,22
S01008175,750,711,39
S01008176,1515,1480,35
S01008177,864,814,50
S01008178,640,615,25
S01008179,391,387,4
S01008180,473,463,10
S01008181,678,653,25
S01008182,1253,1183,70
S01008183,968,942,26
S01008184,881,822,59
S01008185,1235,1156,79
S01008186,1076,1019,57
S01008187,699,648,51
S01008188,1467,1367,100
S01008189,1062,1005,57
S01008190,1035,989,46
S01008191,1481,1435,46
S01008192,1099,1030,69
S01008193,972,921,51
S01008194,682,648,34
S01008195,1148,1075,73
S01008196,923,877,46
S01008197,1901,1854,47
S01008198,693,650,43
S01008199,776,708,68
S01008200,867,782,85
S01008201,1327,1217,110
S01008202,803,743,60
S01008203,556,523,33
S01008204,2717,2586,131
S01008205,771,722,49
S01008206,1604,1506,98
S01008207,824,777,47
S01008208,1026,996,30
S01008209,686,672,14
S01008210,1423,1343,80
S01008211,991,925,66
S01008212,712,703,9
S01008213,1019,993,26
S01008214,837,767,70
S01008215,1099,1046,53
S01008216,770,749,21
S01008217,679,663,16
S01008218,2156,2100,56
S01008219,1242,1146,96
S01008220,644,615,29
S01008221,832,788,44
S01008222,722,671,51
S01008223,597,545,52
S01008224,907,878,29
S01008225,786,749,37
S01008226,755,681,74
S01008227,986,911,75
S01008228,792,752,40
S01008229,1317,1247,70
S01008230,811,794,17
S01008231,640,626,14
S01008232,244,236,8
S01008233,1740,1713,27
S01008234,2097,2035,62
S01008235,929,859,70
S01008236,1009,973,36
S01008237,929,887,42
S01008238,1038,984,54
S01008239,762,737,25
S01008240,1402,1366,36
S01008241,1055,1027,28
S01008242,1211,1137,74
S01008243,1134,1098,36
S01008244,1051,1012,39
S01008245,1133,1088,45
S01008246,1274,1241,33
S01008247,982,955,27
S01008248,1329,1288,41
S01008249,903,878,25
S01008250,1117,1101,16
S01008251,1038,1031,7
S01008252,1120,1080,40
S01008253,855,787,68
S01008254,1286,1208,78
S01008255,1017,965,52
S01008256,1033,982,51
S01008257,886,816,70
S01008258,1289,1256,33
S01008259,1455,1412,43
S01008260,1054,1001,53
S01008261,1197,1117,80
S01008262,914,882,32
S01008263,801,737,64
S01008264,919,887,32
S01008265,706,686,20
S01008266,1061,1048,13
S01008267,818,789,29
S01008268,878,865,13
S01008269,1126,1074,52
S01008270,1191,1149,42
S01008271,749,715,34
S01008272,1002,963,39
S01008273,1026,989,37
S01008274,930,879,51
S01008275,682,656,26
S01008276,681,667,14
S01008277,692,683,9
S01008278,774,760,14
S01008279,733,696,37
S01008280,1275,1230,45
S01008281,830,805,25
S01008282,779,758,21
S01008283,1338,1286,52
S01008284,1651,1612,39
S01008285,754,697,57
S01008286,1368,1296,72
S01008287,967,934,33
S01008288,1002,961,41
S01008289,768,711,57
S01008290,1038,993,45
S01008291,1135,1072,63
S01008292,1640,1583,57
S01008293,1184,1168,16
S01008294,730,705,25
S01008295,1211,1174,37
S01008296,932,881,51
S01008297,626,597,29
S01008298,1079,1033,46
S01008299,1177,1077,100
S01008300,940,869,71
S01008301,1015,978,37
S01008302,940,911,29
S01008303,788,723,65
S01008304,476,456,20
S01008305,791,763,28
S01008306,611,593,18
S01008307,805,761,44
S01008308,566,552,14
S01008309,932,842,90
S01008310,949,894,55
S01008311,728,673,55
S01008312,720,682,38
S01008313,1013,891,122
S01008314,939,857,82
S01008315,748,675,73
S01008316,943,852,91
S01008317,738,699,39
S01008318,1628,1576,52
S01008319,614,550,64
S01008320,633,591,42
S01008321,729,709,20
S01008322,1956,1855,101
S01008323,881,806,75
S01008324,651,598,53
S01008325,1229,1165,64
S01008326,1164,1076,88
S01008327,1094,1016,78
S01008328,935,917,18
S01008329,1038,1019,19
S01008330,1088,1047,41
S01008331,785,768,17
S01008332,1108,1040,68
S01008333,1161,1090,71
S01008334,995,967,28
S01008335,1012,952,60
S01008336,1000,934,66
S01008337,906,880,26
S01008338,915,885,30
S01008339,629,613,16
S01008340,929,912,17
S01008341,700,691,9
S01008342,1167,1127,40
S01008343,1162,1114,48
S01008344,872,861,11
S01008345,1273,1251,22
S01008346,1102,1074,28
S01008347,1228,1181,47
S01008348,976,944,32
S01008349,1481,1424,57
S01008350,760,730,30
S01008351,1067,1041,26
S01008352,933,905,28
S01008353,525,513,12
S01008354,1110,1087,23
S01008355,1123,1057,66
S01008356,884,854,30
S01008357,908,877,31
S01008358,870,806,64
S01008359,772,755,17
S01008360,1338,1306,32
S01008361,786,761,25
S01008362,1158,1133,25
S01008363,829,803,26
S01008364,818,798,20
S01008365,972,942,30
S01008366,980,913,67
S01008367,966,895,71
S01008368,905,873,32
S01008369,782,749,33
S01008370,692,677,15
S01008371,913,892,21
S01008372,927,909,18
S01008373,1199,1169,30
S01008374,877,862,15
S01008375,789,773,16
S01008376,655,635,20
S01008377,944,924,20
S01008378,1103,1074,29
S01008379,530,511,19
S01008380,649,636,13
S01008381,1070,1042,28
S01008382,921,894,27
S01008383,619,604,15
S01008384,976,940,36
S01008385,674,647,27
S01008386,951,932,19
S01008387,871,848,23
S01008388,637,614,23
S01008389,756,719,37
S01008390,732,719,13
S01008391,785,760,25
S01008392,916,899,17
S01008393,912,889,23
S01008394,1108,1087,21
S01008395,832,816,16
S01008396,807,772,35
S01008397,996,975,21
S01008398,907,883,24
S01008399,703,675,28
S01008400,1101,1065,36
S01008401,1258,1216,42
S01008402,1092,1056,36
S01008403,1014,981,33
S01008404,1087,1045,42
S01008405,908,882,26
S01008406,1200,1130,70
S01008407,522,485,37
S01008408,812,801,11
S01008409,1092,1021,71
S01008410,870,811,59
S01008411,1121,1064,57
S01008412,706,674,32
S01008413,690,647,43
S01008414,660,641,19
S01008415,1058,994,64
S01008416,1164,1077,87
S01008417,726,709,17
S01008418,692,673,19
S01008419,525,508,17
S01008420,569,550,19
S01008421,858,817,41
S01008422,972,938,34
S01008423,1063,1041,22
S01008424,1120,1093,27
S01008425,2557,2521,36
S01008426,1163,1110,53
S01008427,1249,1226,23
S01008428,884,835,49
S01008429,913,884,29
S01008430,1117,1087,30
S01008431,1067,1040,27
S01008432,1116,1091,25
S01008433,807,786,21
S01008434,1043,1019,24
S01008435,1083,1060,23
S01008436,1059,1026,33
S01008437,796,765,31
S01008438,587,576,11
S01008439,1120,1108,12
S01008440,1143,1111,32
S01008441,1022,1011,11
S01008442,774,761,13
S01008443,582,565,17
S01008444,720,701,19
S01008445,1077,1030,47
S01008446,1706,1648,58
S01008447,675,661,14
S01008448,879,853,26
S01008449,964,906,58
S01008450,592,546,46
S01008451,1018,976,42
S01008452,979,923,56
S01008453,956,905,51
S01008454,1339,1242,97
S01008455,1254,1176,78
S01008456,1236,1140,96
S01008457,1101,952,149
S01008458,995,941,54
S01008459,815,747,68
S01008460,1227,1122,105
S01008461,1018,931,87
S01008462,694,615,79
S01008463,937,872,65
S01008464,921,884,37
S01008465,953,928,25
S01008466,840,807,33
S01008467,887,850,37
S01008468,1011,901,110
S01008469,804,776,28
S01008470,992,911,81
S01008471,858,805,53
S01008472,811,758,53
S01008473,700,647,53
S01008474,832,745,87
S01008475,1040,983,57
S01008476,779,702,77
S01008477,1167,1072,95
S01008478,1021,934,87
S01008479,1097,995,102
S01008480,534,493,41
S01008481,1615,1489,126
S01008482,1498,1400,98
S01008483,832,762,70
S01008484,952,898,54
S01008485,1203,1157,46
S01008486,867,809,58
S01008487,961,932,29
S01008488,1303,1244,59
S01008489,874,819,55
S01008490,1159,1119,40
S01008491,935,904,31
S01008492,944,897,47
S01008493,913,853,60
S01008494,837,793,44
S01008495,1059,1021,38
S01008496,1160,1132,28
S01008497,927,897,30
S01008498,772,739,33
S01008499,1123,1074,49
S01008500,398,373,25
S01008501,835,823,12
S01008502,648,642,6
S01008503,994,984,10
S01008504,1723,1690,33
S01008505,1000,982,18
S01008506,1108,1068,40
S01008507,897,882,15
S01008508,1106,1074,32
S01008509,1251,1222,29
S01008510,906,887,19
S01008511,1009,975,34
S01008512,1202,1184,18
S01008513,1190,1165,25
S01008514,762,745,17
S01008515,998,987,11
S01008516,1486,1390,96
S01008517,1042,1004,38
S01008518,1192,1176,16
S01008519,1083,1064,19
S01008520,1359,1341,18
S01008521,907,895,12
S01008522,594,590,4
S01008523,1172,1156,16
S01008524,1202,1113,89
S01008525,1139,1049,90
S01008526,850,806,44
S01008527,726,711,15
S01008528,720,704,16
S01008529,839,799,40
S01008530,1053,985,68
S01008531,946,879,67
S01008532,661,624,37
S01008533,549,536,13
S01008534,869,851,18
S01008535,709,694,15
S01008536,707,692,15
S01008537,673,661,12
S01008538,641,628,13
S01008539,1100,1077,23
S01008540,982,957,25
S01008541,1028,1012,16
S01008542,1221,1199,22
S01008543,995,977,18
S01008544,653,645,8
S01008545,1053,1028,25
S01008546,806,795,11
S01008547,1167,1142,25
S01008548,1056,1010,46
S01008549,1185,1131,54
S01008550,1039,1002,37
S01008551,984,947,37
S01008552,1031,1004,27
S01008553,659,621,38
S01008554,1090,1012,78
S01008555,1295,1195,100
S01008556,1125,1030,95
S01008557,1051,971,80
S01008558,912,841,71
S01008559,862,788,74
S01008560,888,831,57
S01008561,1088,999,89
S01008562,858,775,83
S01008563,1138,1077,61
S01008564,1043,970,73
S01008565,1087,1022,65
S01008566,1137,1057,80
S01008567,889,817,72
S01008568,871,828,43
S01008569,738,678,60
S01008570,1374,1256,118
S01008571,796,739,57
S01008572,1072,982,90
S01008573,1174,1112,62
S01008574,1079,1045,34
S01008575,875,857,18
S01008576,1009,991,18
S01008577,1203,1151,52
S01008578,1003,957,46
S01008579,934,878,56
S01008580,816,765,51
S01008581,1014,928,86
S01008582,1368,1286,82
S01008583,921,852,69
S01008584,1309,1244,65
S01008585,991,917,74
S01008586,949,857,92
S01008587,914,899,15
S01008588,1116,1088,28
S01008589,390,380,10
S01008590,759,733,26
S01008591,1084,1053,31
S01008592,965,927,38
S01008593,870,854,16
S01008594,969,952,17
S01008595,1179,1065,114
S01008596,953,888,65
S01008597,1116,1053,63
S01008598,1229,1184,45
S01008599,1031,1009,22
S01008600,2710,2689,21
S01008601,2533,2514,19
S01008602,555,526,29
S01008603,1029,1004,25
S01008604,1144,1128,16
S01008605,921,906,15
S01008606,1052,1038,14
S01008607,630,608,22
S01008608,848,810,38
S01008609,1165,1099,66
S01008610,1235,1206,29
S01008611,1421,1403,18
S01008612,779,768,11
S01008613,1039,1017,22
S01008614,910,889,21
S01008615,951,923,28
S01008616,872,850,22
S01008617,967,958,9
S01008618,739,731,8
S01008619,520,512,8
S01008620,815,803,12
S01008621,881,875,6
S01008622,837,836,1
S01008623,1136,1104,32
S01008624,879,802,77
S01008625,573,560,13
S01008626,1110,1090,20
S01008627,840,816,24
S01008628,787,756,31
S01008629,1077,1024,53
S01008630,739,713,26
S01008631,910,880,30
S01008632,1275,1191,84
S01008633,1238,1197,41
S01008634,727,712,15
S01008635,850,831,19
S01008636,950,930,20
S01008637,792,762,30
S01008638,1499,1418,81
S01008639,1299,1272,27
S01008640,1210,1189,21
S01008641,1130,1109,21
S01008642,1043,1028,15
S01008643,1012,996,16
S01008644,680,649,31
S01008645,1035,1023,12
S01008646,1251,1224,27
S01008647,715,696,19
S01008648,988,965,23
S01008649,1281,1216,65
S01008650,912,882,30
S01008651,1203,1164,39
S01008652,739,697,42
S01008653,684,651,33
S01008654,1189,1141,48
S01008655,922,897,25
S01008656,1446,1377,69
S01008657,1058,1034,24
S01008658,1751,1674,77
S01008659,1210,1179,31
S01008660,1162,1131,31
S01008661,1289,1242,47
S01008662,1051,1019,32
S01008663,1009,955,54
S01008664,1006,979,27
S01008665,1698,1652,46
S01008666,1066,1047,19
S01008667,1499,1479,20
S01008668,1253,1235,18
S01008669,690,678,12
S01008670,1141,1113,28
S01008671,1188,1166,22
S01008672,686,665,21
S01008673,1158,1124,34
S01008674,1037,1007,30
S01008675,889,837,52
S01008676,966,945,21
S01008677,897,871,26
S01008678,1446,1416,30
S01008679,1355,1273,82
S01008680,948,902,46
S01008681,1096,1017,79
S01008682,970,925,45
S01008683,2150,2011,139
S01008684,2919,2845,74
S01008685,883,817,66
S01008686,1258,1170,88
S01008687,992,945,47
S01008688,1395,1338,57
S01008689,1190,1137,53
S01008690,1078,1050,28
S01008691,1293,1250,43
S01008692,1127,1076,51
S01008693,591,563,28
S01008694,1436,1390,46
S01008695,1014,986,28
S01008696,675,659,16
S01008697,1059,1027,32
S01008698,746,713,33
S01008699,1123,1061,62
S01008700,747,713,34
S01008701,938,856,82
S01008702,815,769,46
S01008703,1410,1293,117
S01008704,1651,1516,135
S01008705,938,855,83
S01008706,1369,1245,124
S01008707,1311,1191,120
S01008708,1031,912,119
S01008709,1048,965,83
S01008710,998,919,79
S01008711,784,722,62
S01008712,1253,1094,159
S01008713,635,598,37
S01008714,656,612,44
S01008715,763,690,73
S01008716,694,633,61
S01008717,532,519,13
S01008718,625,582,43
S01008719,1145,1089,56
S01008720,586,550,36
S01008721,809,790,19
S01008722,1058,1003,55
S01008723,809,785,24
S01008724,1068,1035,33
S01008725,752,728,24
S01008726,1169,1147,22
S01008727,1233,1180,53
S01008728,654,622,32
S01008729,845,806,39
S01008730,1099,1069,30
S01008731,514,458,56
S01008732,815,759,56
S01008733,869,832,37
S01008734,806,781,25
S01008735,1187,1152,35
S01008736,738,707,31
S01008737,801,771,30
S01008738,913,864,49
S01008739,559,532,27
S01008740,709,689,20
S01008741,1125,1090,35
S01008742,731,698,33
S01008743,1107,1044,63
S01008744,1058,1011,47
S01008745,545,534,11
S01008746,1062,981,81
S01008747,575,554,21
S01008748,1063,1034,29
S01008749,1186,1148,38
S01008750,765,734,31
S01008751,1017,929,88
S01008752,976,870,106
S01008753,887,806,81
S01008754,866,799,67
S01008755,1001,938,63
S01008756,827,746,81
S01008757,784,679,105
S01008758,1002,887,115
S01008759,728,653,75
S01008760,1370,1282,88
S01008761,858,807,51
S01008762,551,525,26
S01008763,845,825,20
S01008764,714,689,25
S01008765,1270,1237,33
S01008766,1469,1426,43
S01008767,904,871,33
S01008768,2851,2757,94
S01008769,2294,2249,45
S01008770,2179,2137,42
S01008771,2179,2137,42
S01008772,1201,1136,65
S01008773,1120,1049,71
S01008774,901,849,52
S01008775,539,520,19
S01008776,1282,1165,117
S01008777,1083,968,115
S01008778,990,953,37
S01008779,1100,1051,49
S01008780,920,882,38
S01008781,1098,1053,45
S01008782,999,970,29
S01008783,553,544,9
S01008784,779,752,27
S01008785,1066,1006,60
S01008786,1197,1153,44
S01008787,690,658,32
S01008788,875,850,25
S01008789,654,602,52
S01008790,919,874,45
S01008791,978,945,33
S01008792,1001,947,54
S01008793,1102,1026,76
S01008794,971,901,70
S01008795,1284,1235,49
S01008796,1182,1114,68
S01008797,1048,997,51
S01008798,987,936,51
S01008799,783,746,37
S01008800,1205,1160,45
S01008801,854,827,27
S01008802,1241,1196,45
S01008803,1112,1051,61
S01008804,929,845,84
S01008805,786,757,29
S01008806,1219,1194,25
S01008807,984,938,46
S01008808,663,632,31
S01008809,801,757,44
S01008810,1029,992,37
S01008811,844,828,16
S01008812,983,969,14
S01008813,1036,975,61
S01008814,1276,1227,49
S01008815,1287,1239,48
S01008816,523,497,26
S01008817,1192,1138,54
S01008818,1166,1130,36
S01008819,1117,1061,56
S01008820,1538,1454,84
S01008821,787,772,15
S01008822,845,836,9
S01008823,959,919,40
S01008824,1274,1242,32
S01008825,619,597,22
S01008826,664,629,35
S01008827,1023,986,37
S01008828,1005,971,34
S01008829,1067,1032,35
S01008830,1214,1191,23
S01008831,1044,1027,17
S01008832,755,727,28
S01008833,1103,1067,36
S01008834,1232,1204,28
S01008835,1037,994,43
S01008836,526,476,50
S01008837,1637,1587,50
S01008838,1009,978,31
S01008839,1188,1155,33
S01008840,1074,1055,19
S01008841,1289,1268,21
S01008842,161,157,4
S01008843,991,966,25
S01008844,971,950,21
S01008845,853,840,13
S01008846,930,911,19
S01008847,840,831,9
S01008848,920,899,21
S01008849,1061,1048,13
S01008850,1424,1386,38
S01008851,1199,1157,42
S01008852,1232,1213,19
S01008853,680,669,11
S01008854,1012,998,14
S01008855,1156,1134,22
S01008856,718,703,15
S01008857,986,966,20
S01008858,1143,1107,36
S01008859,1113,1081,32
S01008860,1241,1203,38
S01008861,973,960,13
S01008862,1053,1010,43
S01008863,795,767,28
S01008864,1516,1487,29
S01008865,1077,1047,30
S01008866,1033,1014,19
S01008867,961,943,18
S01008868,1121,1100,21
S01008869,1068,1050,18
S01008870,1173,1149,24
S01008871,1318,1299,19
S01008872,1050,1028,22
S01008873,809,792,17
S01008874,835,811,24
S01008875,1112,1068,44
S01008876,807,773,34
S01008877,801,776,25
