dz_2011,total,employed,unemployed,student,retired,homemaker,sick,inactive_other
S01008035,801,506,23,82,132,24,23,11
S01008036,515,316,14,49,113,12,7,4
S01008037,1082,664,38,94,164,51,55,16
S01008038,702,451,36,53,77,33,45,7
S01008039,770,463,34,85,108,32,40,8
S01008040,520,308,13,43,113,21,15,7
S01008041,741,440,24,55,145,29,34,14
S01008042,577,356,9,46,130,23,8,5
S01008043,921,609,11,79,183,24,11,4
S01008044,845,535,15,80,170,24,14,7
S01008045,917,565,28,70,200,29,19,6
S01008046,759,392,40,48,174,25,65,15
S01008047,489,288,12,54,110,15,5,5
S01008048,490,257,13,51,135,17,11,6
S01008049,690,402,11,54,184,25,8,6
S01008050,478,266,7,47,125,22,5,6
S01008051,872,580,17,70,157,29,11,8
S01008052,602,415,11,45,104,15,7,5
S01008053,658,389,15,61,166,15,7,5
S01008054,528,321,9,51,104,17,19,7
S01008055,748,463,12,83,142,32,7,9
S01008056,825,497,15,100,167,29,12,5
S01008057,929,581,11,88,205,28,8,8
S01008058,695,453,12,82,103,28,7,10
S01008059,527,325,6,59,112,13,9,3
S01008060,1319,850,21,141,220,53,20,14
S01008061,637,452,17,65,75,13,6,9
S01008062,727,468,14,45,150,22,17,11
S01008063,606,388,10,66,110,20,11,1
S01008064,746,445,46,79,95,29,43,9
S01008065,884,559,26,109,128,39,16,7
S01008066,712,429,16,85,136,34,10,2
S01008067,515,329,5,56,104,15,6,0
S01008068,927,590,22,86,181,21,14,13
S01008069,899,586,39,71,146,14,27,16
S01008070,868,574,25,83,136,21,22,7
S01008071,727,498,8,67,112,16,25,1
S01008072,967,598,27,87,178,45,17,15
S01008073,345,219,9,31,73,5,3,5
S01008074,719,465,11,75,134,16,10,8
S01008075,401,215,3,45,110,18,4,6
S01008076,681,389,15,59,172,24,12,10
S01008077,685,405,20,58,138,40,12,12
S01008078,595,352,11,68,123,28,7,6
S01008079,648,375,19,40,174,31,3,6
S01008080,577,372,14,38,120,21,8,4
S01008081,527,322,18,54,96,21,6,10
S01008082,754,462,19,68,166,20,9,10
S01008083,628,370,10,60,147,23,9,9
S01008084,786,483,22,82,144,25,24,6
S01008085,1007,653,21,117,149,31,25,11
S01008086,953,656,27,87,130,23,17,13
S01008087,796,483,13,71,182,25,15,7
S01008088,682,399,14,61,163,10,23,12
S01008089,743,423,17,78,180,19,15,11
S01008090,541,354,19,59,82,12,12,3
S01008091,386,248,10,37,73,7,9,2
S01008092,757,418,24,88,202,4,14,7
S01008093,613,369,16,64,144,10,9,1
S01008094,515,309,18,60,94,16,14,4
S01008095,811,467,29,77,188,14,22,14
S01008096,554,317,13,53,147,9,12,3
S01008097,604,360,14,66,136,8,13,7
S01008098,539,357,7,56,91,12,12,4
S01008099,408,258,17,47,58,8,13,7
S01008100,731,418,26,71,169,23,11,13
S01008101,937,629,48,69,101,35,43,12
S01008102,607,362,28,49,98,11,48,11
S01008103,497,309,17,27,81,11,44,8
S01008104,771,474,43,60,108,21,49,16
S01008105,895,518,67,63,121,20,86,20
S01008106,1202,754,61,98,135,54,80,20
S01008107,932,676,32,80,81,23,28,12
S01008108,752,503,22,68,121,15,16,7
S01008109,726,457,20,65,134,26,21,3
S01008110,701,471,28,66,105,15,12,4
S01008111,638,403,6,69,130,12,12,6
S01008112,713,411,24,66,183,17,9,3
S01008113,767,462,20,79,166,17,15,8
S01008114,671,409,19,59,150,11,15,8
S01008115,734,486,28,81,85,14,22,18
S01008116,831,515,23,86,154,28,18,7
S01008117,582,345,19,59,123,19,12,5
S01008118,940,592,36,81,156,34,29,12
S01008119,579,320,40,54,101,26,31,7
S01008120,481,294,18,32,98,21,11,7
S01008121,475,290,8,36,116,15,5,5
S01008122,783,470,23,87,149,31,14,9
S01008123,781,480,11,76,178,17,16,3
S01008124,766,493,13,90,147,10,8,5
S01008125,864,542,20,87,170,25,17,3
S01008126,737,502,18,79,109,9,11,9
S01008127,367,243,11,26,68,8,7,4
S01008128,845,497,23,95,181,22,20,7
S01008129,751,457,38,41,112,28,61,14
S01008130,882,525,62,67,124,30,57,17
S01008131,596,337,39,48,84,26,53,9
S01008132,783,484,19,58,195,15,8,4
S01008133,571,312,15,41,133,28,32,10
S01008134,530,342,22,32,76,15,39,4
S01008135,1191,758,58,79,159,30,94,13
S01008136,1144,738,73,56,159,26,74,18
S01008137,997,537,78,85,107,56,102,32
S01008138,753,382,65,64,76,48,88,30
S01008139,804,418,67,65,140,35,70,9
S01008140,499,285,44,27,64,31,43,5
S01008141,884,557,25,91,160,15,28,8
S01008142,766,514,26,74,107,16,22,7
S01008143,866,488,60,63,156,24,56,19
S01008144,801,518,19,91,136,8,25,4
S01008145,765,462,51,61,105,29,46,11
S01008146,493,246,40,44,98,25,32,8
S01008147,710,449,31,46,111,20,46,7
S01008148,752,493,24,61,106,14,47,7
S01008149,710,426,41,63,105,20,40,15
S01008150,1028,599,51,68,185,38,67,20
S01008151,751,448,45,69,108,15,55,11
S01008152,899,503,56,66,166,23,63,22
S01008153,667,436,20,70,101,12,18,10
S01008154,800,453,27,66,206,18,19,11
S01008155,666,411,30,62,118,25,16,4
S01008156,802,481,42,73,136,33,26,11
S01008157,803,519,34,82,114,19,29,6
S01008158,838,611,27,73,85,19,15,8
S01008159,878,448,66,67,145,55,83,14
S01008160,967,599,63,73,108,37,63,24
S01008161,1078,821,30,62,102,24,27,12
S01008162,950,621,28,54,165,25,39,18
S01008163,636,381,40,39,84,26,45,21
S01008164,1292,332,33,814,64,8,27,14
S01008165,613,476,20,40,30,18,17,12
S01008166,947,674,43,67,81,34,34,14
S01008167,1134,777,61,74,103,36,56,27
S01008168,789,487,47,41,103,43,54,14
S01008169,1076,791,40,67,81,39,34,24
S01008170,1332,398,14,829,59,7,18,7
S01008171,657,405,19,53,88,23,54,15
S01008172,414,257,13,30,85,10,13,6
S01008173,584,409,16,48,78,19,8,6
S01008174,412,296,9,31,55,6,10,5
S01008175,579,402,26,30,69,25,19,8
S01008176,1108,804,30,79,124,33,23,15
S01008177,617,372,29,25,128,27,26,10
S01008178,512,289,14,36,133,16,17,7
S01008179,294,210,4,38,23,9,3,7
S01008180,374,275,7,37,37,11,5,2
S01008181,515,317,13,46,107,18,10,4
S01008182,1012,669,55,87,123,22,39,17
S01008183,739,468,48,66,105,16,22,14
S01008184,674,420,40,62,109,11,21,11
S01008185,937,606,47,74,140,11,46,13
S01008186,793,429,48,159,91,15,40,11
S01008187,519,330,29,44,59,17,27,13
S01008188,1074,646,56,103,151,33,62,23
S01008189,802,497,24,57,170,23,21,10
S01008190,753,453,48,58,108,35,35,16
S01008191,1063,738,49,72,113,36,38,17
S01008192,827,548,39,50,112,23,45,10
S01008193,676,449,33,54,91,17,28,4
S01008194,483,307,30,28,73,18,19,8
S01008195,843,518,56,76,67,37,73,16
S01008196,636,399,46,45,47,31,51,17
S01008197,1429,1117,53,73,83,39,37,27
S01008198,514,311,24,26,99,19,31,4
S01008199,581,325,45,28,65,33,63,22
S01008200,610,323,39,34,115,26,49,24
S01008201,977,556,77,47,157,40,74,26
S01008202,592,363,20,38,116,16,30,9
S01008203,424,233,50,22,56,15,30,18
S01008204,2021,1403,82,101,268,51,80,36
S01008205,577,365,32,34,87,27,23,9
S01008206,1173,773,38,60,193,28,57,24
S01008207,589,366,33,36,78,20,45,11
S01008208,748,546,44,40,53,25,28,12
S01008209,492,360,18,40,42,15,8,9
S01008210,1070,726,62,50,152,29,38,13
S01008211,743,478,37,48,111,24,30,15
S01008212,527,400,12,34,49,16,12,4
S01008213,735,507,31,59,94,22,13,9
S01008214,601,341,33,16,131,13,52,15
S01008215,824,537,37,45,137,21,32,15
S01008216,607,426,21,53,85,12,6,4
S01008217,525,370,18,24,93,14,3,3
S01008218,1615,1255,60,89,103,42,38,28
S01008219,929,610,53,51,123,25,51,16
S01008220,440,256,27,32,44,34,31,16
S01008221,578,319,75,32,54,44,34,20
S01008222,487,274,30,24,108,16,28,7
S01008223,434,241,18,25,97,9,36,8
S01008224,731,533,26,31,106,10,19,6
S01008225,611,395,20,46,108,15,27,0
S01008226,521,312,42,24,75,14,44,10
S01008227,747,437,27,31,163,22,48,19
S01008228,602,418,24,32,93,14,17,4
S01008229,918,596,47,40,130,28,58,19
S01008230,604,470,20,40,33,15,16,10
S01008231,414,299,31,23,14,15,24,8
S01008232,203,137,3,17,40,3,3,0
S01008233,1246,996,36,77,79,27,20,11
S01008234,1511,1131,48,87,151,36,41,17
S01008235,669,443,20,34,117,18,32,5
S01008236,748,488,42,41,121,23,26,7
S01008237,690,438,34,40,108,25,35,10
S01008238,769,482,42,35,142,21,34,13
S01008239,570,403,11,21,98,16,15,6
S01008240,1071,670,31,55,254,40,10,11
S01008241,806,500,25,39,210,21,5,6
S01008242,876,530,32,42,199,19,40,14
S01008243,795,549,12,43,120,35,25,11
S01008244,729,472,16,38,129,33,26,15
S01008245,834,569,17,38,154,24,27,5
S01008246,929,651,13,65,143,31,17,9
S01008247,758,528,19,52,106,27,18,8
S01008248,960,600,25,54,199,43,25,14
S01008249,674,441,12,33,126,36,18,8
S01008250,836,559,17,55,151,25,15,14
S01008251,743,521,13,64,109,27,6,3
S01008252,818,505,23,48,197,17,18,10
S01008253,606,378,29,25,113,11,45,5
S01008254,919,558,41,58,175,26,43,18
S01008255,743,482,32,56,113,24,24,12
S01008256,764,487,38,49,102,27,36,25
S01008257,562,352,21,32,116,16,16,9
S01008258,986,696,30,61,138,19,26,16
S01008259,1044,716,32,57,167,36,17,19
S01008260,792,513,33,38,113,37,43,15
S01008261,884,584,36,51,112,44,43,14
S01008262,699,477,14,34,124,25,21,4
S01008263,557,372,17,23,98,23,17,7
S01008264,640,436,19,29,112,22,14,8
S01008265,453,269,9,21,122,24,3,5
S01008266,727,462,9,38,170,32,12,4
S01008267,606,401,16,28,107,32,10,12
S01008268,595,359,13,32,150,29,4,8
S01008269,692,370,11,44,222,26,8,11
S01008270,755,425,21,37,219,38,11,4
S01008271,558,336,35,38,93,13,30,13
S01008272,737,462,15,56,141,37,21,5
S01008273,725,432,18,52,157,34,20,12
S01008274,669,381,38,39,131,29,38,13
S01008275,486,308,13,36,88,21,15,5
S01008276,496,330,14,33,76,19,9,15
S01008277,517,358,15,31,73,29,3,8
S01008278,569,362,13,29,125,29,7,4
S01008279,522,322,18,27,121,11,13,10
S01008280,933,610,32,46,184,23,28,10
S01008281,633,448,20,26,88,19,22,10
S01008282,591,406,20,26,92,18,15,14
S01008283,880,628,45,61,75,32,22,17
S01008284,1148,795,29,68,168,47,30,11
S01008285,552,310,38,24,107,17,40,16
S01008286,1002,647,35,67,164,28,48,13
S01008287,642,413,34,49,89,28,23,6
S01008288,705,440,26,39,146,19,26,9
S01008289,604,406,29,16,89,20,31,13
S01008290,734,471,40,41,105,30,34,13
S01008291,790,501,25,27,190,19,14,14
S01008292,1117,768,56,66,121,48,39,19
S01008293,800,574,17,47,114,31,10,7
S01008294,506,341,18,28,82,25,12,0
S01008295,963,646,24,87,134,26,31,15
S01008296,639,389,31,63,85,26,30,15
S01008297,448,275,26,35,50,25,25,12
S01008298,816,510,19,65,139,28,49,6
S01008299,799,397,55,63,132,43,95,14
S01008300,717,389,36,71,121,26,63,11
S01008301,808,533,25,72,114,25,31,8
S01008302,706,455,15,59,135,20,19,3
S01008303,592,352,35,45,82,21,43,14
S01008304,369,220,16,33,73,6,19,2
S01008305,619,401,18,50,126,7,16,1
S01008306,510,329,15,50,87,10,12,7
S01008307,541,371,18,42,83,5,19,3
S01008308,448,268,12,38,112,8,6,4
S01008309,682,340,46,57,114,28,84,13
S01008310,693,422,32,63,107,15,48,6
S01008311,534,318,41,41,59,20,43,12
S01008312,562,331,28,46,87,15,44,11
S01008313,764,361,65,38,155,37,83,25
S01008314,746,414,63,73,58,36,89,13
S01008315,567,304,45,39,60,23,77,19
S01008316,636,356,52,45,34,45,80,24
S01008317,551,339,32,45,45,25,47,18
S01008318,1161,786,25,98,178,33,28,13
S01008319,437,232,17,26,91,18,40,13
S01008320,495,256,12,26,142,12,37,10
S01008321,559,378,15,60,74,10,15,7
S01008322,1378,884,48,94,211,56,62,23
S01008323,635,324,51,51,78,38,74,19
S01008324,469,269,27,46,57,23,37,10
S01008325,875,534,63,88,68,51,61,10
S01008326,827,436,66,66,96,44,88,31
S01008327,796,464,55,60,118,33,48,18
S01008328,641,464,19,69,41,31,8,9
S01008329,794,525,21,89,108,24,17,10
S01008330,818,515,29,96,104,42,19,13
S01008331,585,418,14,57,57,15,14,10
S01008332,764,468,14,84,133,38,15,12
S01008333,772,438,20,72,197,25,14,6
S01008334,707,419,21,59,155,29,13,11
S01008335,669,365,26,68,120,29,51,10
S01008336,707,394,39,56,104,41,63,10
S01008337,620,448,19,52,61,17,15,8
S01008338,576,426,15,71,25,26,8,5
S01008339,486,357,18,44,39,18,8,2
S01008340,702,499,16,77,59,30,10,11
S01008341,481,345,15,58,36,21,5,1
S01008342,866,517,26,91,153,38,30,11
S01008343,768,451,19,87,177,15,14,5
S01008344,631,388,15,60,112,46,5,5
S01008345,932,514,21,106,203,51,14,23
S01008346,744,461,20,88,120,35,13,7
S01008347,798,473,31,80,164,37,10,3
S01008348,699,383,24,69,169,28,10,16
S01008349,973,610,17,107,143,65,19,12
S01008350,535,299,12,47,143,10,11,13
S01008351,744,469,20,78,128,31,12,6
S01008352,618,373,9,63,130,28,6,9
S01008353,351,207,9,49,54,26,4,2
S01008354,736,525,17,61,75,36,18,4
S01008355,786,458,27,52,176,30,30,13
S01008356,646,436,15,55,94,26,14,6
S01008357,650,425,14,60,120,14,13,4
S01008358,625,367,25,45,144,20,21,3
S01008359,543,355,13,47,97,17,10,4
S01008360,984,632,17,99,155,47,19,15
S01008361,597,378,14,66,105,14,11,9
S01008362,816,566,24,87,77,29,24,9
S01008363,616,385,12,68,104,22,15,10
S01008364,610,357,19,62,126,28,9,9
S01008365,713,394,25,88,151,27,20,8
S01008366,632,350,29,69,117,27,29,11
S01008367,705,416,31,86,113,11,37,11
S01008368,660,443,17,58,107,13,19,3
S01008369,578,364,24,49,92,20,25,4
S01008370,499,316,16,64,68,17,16,2
S01008371,648,404,10,80,124,14,6,10
S01008372,693,428,21,82,121,23,9,9
S01008373,852,566,22,97,130,14,16,7
S01008374,618,401,12,71,103,20,9,2
S01008375,570,370,14,69,96,14,4,3
S01008376,455,297,18,37,62,18,17,6
S01008377,655,450,22,63,73,24,14,9
S01008378,747,492,12,81,112,22,11,17
S01008379,375,206,12,40,94,14,6,3
S01008380,484,316,14,55,67,16,9,7
S01008381,776,522,22,90,107,19,14,2
S01008382,673,428,11,80,121,17,11,5
S01008383,451,295,14,42,77,15,3,5
S01008384,714,472,12,74,105,19,27,5
S01008385,475,295,14,45,96,11,10,4
S01008386,723,466,17,76,123,20,16,5
S01008387,635,439,16,60,82,21,15,2
S01008388,475,353,10,44,35,16,13,4
S01008389,452,247,6,42,131,15,9,2
S01008390,535,343,13,51,105,10,8,5
S01008391,492,289,16,49,104,28,4,2
S01008392,663,444,12,81,80,19,23,4
S01008393,584,361,13,62,112,16,11,9
S01008394,751,510,12,79,109,26,11,4
S01008395,598,413,7,70,73,21,7,7
S01008396,549,333,19,52,114,14,13,4
S01008397,752,463,27,77,149,23,8,5
S01008398,629,390,19,59,121,22,8,10
S01008399,443,243,7,28,126,19,13,7
S01008400,768,475,23,78,131,34,16,11
S01008401,865,529,26,91,161,24,24,10
S01008402,774,466,5,84,155,43,10,11
S01008403,651,372,13,71,164,18,11,2
S01008404,702,449,15,70,122,25,13,8
S01008405,593,392,14,68,81,25,7,6
S01008406,749,434,21,79,131,43,28,13
S01008407,355,203,7,29,62,9,40,5
S01008408,575,389,20,68,57,19,12,10
S01008409,769,472,34,55,105,31,53,19
S01008410,578,321,25,51,110,29,29,13
S01008411,843,527,28,88,138,10,43,9
S01008412,509,290,16,78,74,20,30,1
S01008413,509,328,16,45,68,14,30,8
S01008414,465,293,14,66,56,26,8,2
S01008415,786,519,35,64,101,24,31,12
S01008416,872,502,59,77,106,28,72,28
S01008417,548,336,7,47,125,17,6,10
S01008418,536,362,7,31,116,12,7,1
S01008419,349,237,7,29,46,19,5,6
S01008420,429,286,9,36,71,13,9,5
S01008421,620,415,27,48,74,18,31,7
S01008422,663,428,11,55,121,20,17,11
S01008423,750,467,22,66,142,32,16,5
S01008424,786,441,9,72,214,30,5,15
S01008425,2281,485,24,1561,167,15,20,9
S01008426,829,499,26,79,151,27,36,11
S01008427,975,691,22,97,123,30,2,10
S01008428,587,363,16,47,116,11,23,11
S01008429,661,407,11,51,135,22,27,8
S01008430,798,482,27,67,167,25,22,8
S01008431,768,474,19,59,169,13,22,12
S01008432,791,466,23,59,202,18,15,8
S01008433,645,432,9,34,145,15,8,2
S01008434,812,528,20,57,168,17,13,9
S01008435,867,494,16,79,233,18,13,14
S01008436,750,454,19,68,167,23,11,8
S01008437,574,380,15,47,98,13,21,0
S01008438,439,307,4,37,55,18,14,4
S01008439,783,514,12,61,139,41,7,9
S01008440,806,513,13,64,165,33,12,6
S01008441,743,514,10,48,130,25,9,7
S01008442,580,426,15,26,79,20,9,5
S01008443,422,244,12,39,98,16,5,8
S01008444,547,364,18,48,69,25,17,6
S01008445,646,375,23,38,138,46,18,8
S01008446,1073,562,10,207,233,35,22,4
S01008447,503,331,11,22,111,19,3,6
S01008448,666,414,15,54,150,14,11,8
S01008449,698,368,65,75,59,54,54,23
S01008450,384,211,27,40,29,32,28,17
S01008451,738,395,75,69,66,39,62,32
S01008452,698,358,54,110,37,40,53,46
S01008453,690,392,50,98,27,42,40,41
S01008454,974,502,88,112,62,80,103,27
S01008455,972,438,84,137,133,68,78,34
S01008456,958,429,137,92,91,66,89,54
S01008457,788,402,49,64,130,56,68,19
S01008458,746,446,48,57,87,54,36,18
S01008459,645,309,83,54,56,51,77,15
S01008460,876,411,109,75,66,83,88,44
S01008461,778,377,83,66,76,58,80,38
S01008462,554,236,52,33,105,24,81,23
S01008463,730,379,74,60,72,57,63,25
S01008464,690,443,33,48,110,34,9,13
S01008465,722,480,35,66,96,19,11,15
S01008466,625,368,36,78,78,33,17,15
S01008467,673,416,39,43,113,32,21,9
S01008468,719,387,35,102,100,43,33,19
S01008469,621,376,24,103,67,29,13,9
S01008470,744,381,57,82,97,43,59,25
S01008471,607,334,51,62,47,55,46,12
S01008472,563,309,40,67,51,45,36,15
S01008473,520,292,32,61,62,23,36,14
S01008474,625,344,42,51,83,25,58,22
S01008475,790,466,37,97,98,31,47,14
S01008476,580,337,29,30,92,21,54,17
S01008477,880,525,34,41,126,51,81,22
S01008478,712,385,38,80,99,29,65,16
S01008479,811,411,55,84,129,29,85,18
S01008480,376,198,20,31,48,25,40,14
S01008481,1351,452,35,85,146,50,86,497
S01008482,1264,424,35,82,137,26,67,493
S01008483,641,370,31,64,102,20,41,13
S01008484,703,448,32,52,121,16,24,10
S01008485,885,545,33,98,131,41,33,4
S01008486,656,369,21,67,147,15,26,11
S01008487,810,587,21,93,75,9,15,10
S01008488,1047,671,28,135,128,20,45,20
S01008489,682,398,39,84,101,14,31,15
S01008490,955,638,40,130,89,15,24,19
S01008491,805,464,36,197,62,10,13,23
S01008492,806,536,30,116,23,26,60,15
S01008493,684,391,27,109,85,20,40,12
S01008494,671,393,39,117,44,29,35,14
S01008495,996,640,48,194,39,20,29,26
S01008496,1099,727,55,235,23,17,21,21
S01008497,874,614,49,126,34,10,28,13
S01008498,709,454,43,113,27,8,51,13
S01008499,1030,606,49,249,35,27,51,13
S01008500,344,223,16,48,6,7,31,13
S01008501,754,462,28,192,17,28,19,8
S01008502,609,414,22,138,8,8,14,5
S01008503,852,640,15,136,43,7,7,4
S01008504,1416,970,29,236,120,28,9,24
S01008505,811,588,23,115,64,11,2,8
S01008506,792,532,16,93,111,20,10,10
S01008507,780,470,22,224,34,7,10,13
S01008508,793,517,17,70,159,18,7,5
S01008509,908,611,16,78,165,21,9,8
S01008510,671,431,11,83,118,15,7,6
S01008511,697,432,10,54,152,33,11,5
S01008512,831,542,18,69,160,28,6,8
S01008513,759,368,10,207,130,29,7,8
S01008514,471,308,6,41,87,13,10,6
S01008515,660,471,13,51,88,24,6,7
S01008516,1241,698,33,206,108,26,115,55
S01008517,831,493,20,213,62,17,9,17
S01008518,896,595,21,117,110,37,8,8
S01008519,753,501,15,73,108,41,13,2
S01008520,949,581,20,75,209,43,10,11
S01008521,640,411,6,50,134,24,8,7
S01008522,443,275,10,46,88,19,1,4
S01008523,861,566,16,63,145,49,11,11
S01008524,861,476,49,94,84,49,85,24
S01008525,779,430,56,68,105,41,66,13
S01008526,629,405,24,50,90,20,30,10
S01008527,545,379,14,54,50,22,11,15
S01008528,505,338,30,32,57,26,12,10
S01008529,610,404,28,46,63,31,28,10
S01008530,756,450,43,44,106,35,61,17
S01008531,707,414,41,35,114,30,57,16
S01008532,473,279,25,34,92,13,26,4
S01008533,360,250,11,17,16,51,11,4
S01008534,638,429,25,68,62,31,13,10
S01008535,543,350,14,59,92,15,5,8
S01008536,498,336,8,33,105,7,3,6
S01008537,508,303,8,39,135,12,5,6
S01008538,449,262,11,41,120,10,2,3
S01008539,790,519,17,65,146,27,7,9
S01008540,689,444,5,53,149,23,9,6
S01008541,705,478,12,68,116,21,5,5
S01008542,871,595,22,82,137,24,5,6
S01008543,721,506,12,62,95,28,11,7
S01008544,467,341,13,61,31,14,3,4
S01008545,747,484,13,69,128,33,12,8
S01008546,621,378,19,46,156,12,4,6
S01008547,908,660,37,61,88,40,11,11
S01008548,784,548,34,50,87,27,26,12
S01008549,941,631,34,59,137,26,38,16
S01008550,828,560,17,57,141,27,14,12
S01008551,771,520,13,52,139,13,15,19
S01008552,797,501,26,68,145,28,20,9
S01008553,510,275,23,38,93,21,47,13
S01008554,738,370,77,60,78,64,71,18
S01008555,939,469,78,76,136,59,89,32
S01008556,763,389,46,56,125,50,67,30
S01008557,664,327,52,50,88,63,63,21
S01008558,618,344,32,44,84,43,56,15
S01008559,599,340,38,51,91,21,40,18
S01008560,614,371,38,35,84,33,36,17
S01008561,745,431,41,69,117,29,43,15
S01008562,564,287,42,40,87,27,63,18
S01008563,834,482,40,67,119,47,48,31
S01008564,791,479,30,52,146,23,48,13
S01008565,772,414,52,70,105,47,59,25
S01008566,831,479,48,47,126,48,60,23
S01008567,647,375,34,51,89,33,44,21
S01008568,661,444,26,51,72,28,25,15
S01008569,571,274,78,48,38,41,61,31
S01008570,921,486,70,69,92,85,81,38
S01008571,582,312,32,40,122,27,41,8
S01008572,747,420,32,60,122,45,51,17
S01008573,806,524,23,63,111,42,30,13
S01008574,795,537,26,81,84,29,30,8
S01008575,651,413,21,56,101,35,13,12
S01008576,789,505,17,91,139,20,12,5
S01008577,797,493,38,55,148,24,24,15
S01008578,672,428,11,60,139,22,6,6
S01008579,630,349,9,49,157,22,36,8
S01008580,634,391,25,60,112,15,20,11
S01008581,755,426,41,73,123,33,45,14
S01008582,994,594,48,91,122,50,67,22
S01008583,672,374,26,92,86,33,44,17
S01008584,952,546,44,132,116,49,38,27
S01008585,726,400,34,82,112,34,49,15
S01008586,683,359,36,66,102,32,66,22
S01008587,718,336,22,203,108,19,7,23
S01008588,773,460,17,117,126,29,11,13
S01008589,255,166,6,22,46,8,3,4
S01008590,511,288,7,99,94,11,9,3
S01008591,844,483,17,202,84,24,22,12
S01008592,704,322,16,207,86,36,24,13
S01008593,608,373,11,60,116,28,11,9
S01008594,758,428,13,167,106,28,12,4
S01008595,875,411,38,104,190,33,80,19
S01008596,773,334,42,213,93,28,48,15
S01008597,821,478,29,96,152,29,28,9
S01008598,1033,458,28,391,106,21,19,10
S01008599,836,444,19,247,83,23,7,13
S01008600,2422,390,18,1880,70,43,11,10
S01008601,2442,240,14,2116,37,9,12,14
S01008602,487,221,18,163,41,11,19,14
S01008603,961,370,31,507,24,8,13,8
S01008604,979,473,19,349,80,34,7,17
S01008605,805,391,19,314,50,18,5,8
S01008606,792,501,12,124,113,29,5,8
S01008607,428,257,13,31,106,14,3,4
S01008608,579,327,5,72,138,19,8,10
S01008609,736,435,15,70,176,21,8,11
S01008610,921,387,10,395,99,24,2,4
S01008611,1286,438,29,719,53,18,14,15
S01008612,713,305,13,329,31,6,20,9
S01008613,846,409,16,328,49,16,17,11
S01008614,840,271,16,481,48,6,13,5
S01008615,774,294,4,397,38,17,12,12
S01008616,772,252,12,442,36,13,7,10
S01008617,861,252,9,551,32,8,4,5
S01008618,669,199,7,428,18,8,2,7
S01008619,474,196,6,240,16,8,3,5
S01008620,756,268,18,432,18,10,5,5
S01008621,804,263,23,477,25,9,3,4
S01008622,742,307,15,361,36,16,0,7
S01008623,911,361,15,394,107,18,6,10
S01008624,565,289,7,59,172,19,10,9
S01008625,417,254,9,37,83,24,3,7
S01008626,850,575,17,129,75,33,9,12
S01008627,529,344,11,52,77,31,5,9
S01008628,614,364,11,145,57,15,13,9
S01008629,774,434,17,156,100,31,28,8
S01008630,610,344,13,181,47,12,11,2
S01008631,766,492,17,162,66,10,14,5
S01008632,1035,601,27,121,112,14,113,47
S01008633,856,484,19,124,191,21,6,11
S01008634,571,304,12,153,67,23,5,7
S01008635,681,398,13,179,59,22,4,6
S01008636,735,394,14,202,88,17,10,10
S01008637,608,333,10,157,70,22,7,9
S01008638,1258,490,25,599,90,10,29,15
S01008639,1100,705,32,258,46,20,20,19
S01008640,1072,625,25,333,37,18,14,20
S01008641,1002,511,18,386,47,15,9,16
S01008642,911,527,30,270,53,15,3,13
S01008643,817,542,21,164,43,25,10,12
S01008644,567,306,15,194,23,9,13,7
S01008645,884,512,16,285,43,13,2,13
S01008646,1085,697,39,217,69,17,30,16
S01008647,655,449,16,140,24,9,9,8
S01008648,895,559,24,223,43,12,13,21
S01008649,1124,743,46,211,56,12,38,18
S01008650,859,582,18,162,40,5,33,19
S01008651,1140,528,50,457,31,5,49,20
S01008652,703,451,45,115,31,5,41,15
S01008653,614,338,37,152,22,16,41,8
S01008654,1119,659,56,280,30,16,54,24
S01008655,847,498,20,238,31,12,31,17
S01008656,1339,593,60,521,44,27,71,23
S01008657,973,546,24,322,41,9,21,10
S01008658,1640,610,87,782,75,12,55,19
S01008659,1125,536,72,430,39,20,20,8
S01008660,1080,491,59,435,31,26,24,14
S01008661,1195,501,53,516,58,17,38,12
S01008662,1023,330,40,568,29,10,39,7
S01008663,928,384,41,379,36,10,66,12
S01008664,933,485,31,345,28,9,28,7
S01008665,1596,611,52,800,45,31,36,21
S01008666,989,339,18,584,31,6,8,3
S01008667,1368,460,36,740,71,24,23,14
S01008668,1188,363,18,759,21,6,9,12
S01008669,635,118,14,471,12,9,2,9
S01008670,1074,260,27,736,23,11,5,12
S01008671,1120,291,30,733,29,8,19,10
S01008672,620,213,10,340,31,5,12,9
S01008673,1056,382,28,533,38,28,36,11
S01008674,991,317,32,571,19,13,26,13
S01008675,791,407,36,204,60,25,46,13
S01008676,888,485,18,308,23,13,23,18
S01008677,829,405,33,305,23,12,31,20
S01008678,1387,273,32,981,18,10,45,28
S01008679,1253,375,45,661,63,11,73,25
S01008680,853,254,24,481,28,15,36,15
S01008681,961,304,33,471,53,20,66,14
S01008682,869,360,31,367,36,18,45,12
S01008683,1900,519,113,932,98,58,144,36
S01008684,2705,457,67,1971,65,42,80,23
S01008685,779,370,36,211,68,10,66,18
S01008686,1055,524,44,242,125,30,64,26
S01008687,894,572,33,153,58,17,45,16
S01008688,1185,752,55,248,54,27,30,19
S01008689,1031,755,48,99,76,13,21,19
S01008690,928,628,36,135,73,17,20,19
S01008691,1177,861,60,120,53,16,49,18
S01008692,996,709,44,118,48,12,39,26
S01008693,450,305,11,28,78,8,16,4
S01008694,1232,904,51,145,69,22,28,13
S01008695,790,543,39,83,74,28,19,4
