dz_2011,total,single,married
S01007750,817,327,490
S01007751,676,289,387
S01007752,1034,472,562
S01007753,738,462,276
S01007754,1028,633,395
S01007755,676,435,241
S01007756,759,462,297
S01007757,1113,399,714
S01007758,924,434,490
S01007759,1134,803,331
S01007760,806,359,447
S01007761,727,304,423
S01007762,729,482,247
S01007763,676,381,295
S01007764,761,322,439
S01007765,820,293,527
S01007766,926,355,571
S01007767,855,341,514
S01007768,676,397,279
S01007769,710,280,430
S01007770,684,281,403
S01007771,698,239,459
S01007772,1034,589,445
S01007773,642,209,433
S01007774,115,46,69
S01007775,1066,478,588
S01007776,450,174,276
S01007777,407,176,231
S01007778,1727,646,1081
S01007779,677,300,377
S01007780,649,320,329
S01007781,661,318,343
S01007782,542,360,182
S01007783,702,467,235
S01007784,770,466,304
S01007785,357,281,76
S01007786,716,388,328
S01007787,611,353,258
S01007788,571,419,152
S01007789,834,463,371
S01007790,1315,766,549
S01007791,890,390,500
S01007792,784,425,359
S01007793,797,549,248
S01007794,897,485,412
S01007795,525,303,222
S01007796,514,344,170
S01007797,501,319,182
S01007798,589,298,291
S01007799,298,127,171
S01007800,786,506,280
S01007801,799,615,184
S01007802,462,249,213
S01007803,1074,803,271
S01007804,620,459,161
S01007805,724,520,204
S01007806,702,421,281
S01007807,685,340,345
S01007808,705,415,290
S01007809,1083,477,606
S01007810,779,445,334
S01007811,638,393,245
S01007812,589,395,194
S01007813,814,509,305
S01007814,709,416,293
S01007815,1018,454,564
S01007816,558,228,330
S01007817,682,382,300
S01007818,778,343,435
S01007819,675,345,330
S01007820,893,499,394
S01007821,717,406,311
S01007822,834,393,441
S01007823,694,332,362
S01007824,984,474,510
S01007825,1114,552,562
S01007826,465,317,148
S01007827,564,362,202
S01007828,1104,811,293
S01007829,686,414,272
S01007830,940,660,280
S01007831,890,640,250
S01007832,837,539,298
S01007833,907,511,396
S01007834,625,467,158
S01007835,658,375,283
S01007836,658,329,329
S01007837,1056,509,547
S01007838,860,402,458
S01007839,1072,661,411
S01007840,760,519,241
S01007841,772,455,317
S01007842,931,673,258
S01007843,780,561,219
S01007844,1105,729,376
S01007845,754,521,233
S01007846,656,401,255
S01007847,1172,783,389
S01007848,822,642,180
S01007849,818,521,297
S01007850,615,383,232
S01007851,893,521,372
S01007852,1035,653,382
S01007853,694,519,175
S01007854,1037,752,285
S01007855,563,451,112
S01007856,855,503,352
S01007857,464,338,126
S01007858,1674,1124,550
S01007859,1152,744,408
S01007860,834,543,291
S01007861,837,490,347
S01007862,862,525,337
S01007863,676,494,182
S01007864,771,474,297
S01007865,1119,428,691
S01007866,450,187,263
S01007867,1057,420,637
S01007868,1676,660,1016
S01007869,1740,729,1011
S01007870,566,253,313
S01007871,885,499,386
S01007872,627,412,215
S01007873,674,381,293
S01007874,777,428,349
S01007875,634,318,316
S01007876,776,384,392
S01007877,746,381,365
S01007878,612,370,242
S01007879,971,547,424
S01007880,404,177,227
S01007881,532,277,255
S01007882,1309,468,841
S01007883,1009,487,522
S01007884,778,419,359
S01007885,872,512,360
S01007886,995,523,472
S01007887,597,266,331
S01007888,829,490,339
S01007889,918,508,410
S01007890,569,270,299
S01007891,1086,471,615
S01007892,1006,407,599
S01007893,1104,468,636
S01007894,879,448,431
S01007895,650,320,330
S01007896,888,505,383
S01007897,1285,551,734
S01007898,625,253,372
S01007899,429,183,246
S01007900,451,252,199
S01007901,658,344,314
S01007902,812,485,327
S01007903,693,359,334
S01007904,697,292,405
S01007905,659,364,295
S01007906,697,409,288
S01007907,701,358,343
S01007908,1113,497,616
S01007909,554,286,268
S01007910,864,502,362
S01007911,905,471,434
S01007912,749,375,374
S01007913,913,540,373
S01007914,615,358,257
S01007915,787,435,352
S01007916,910,496,414
S01007917,1076,588,488
S01007918,904,508,396
S01007919,797,305,492
S01007920,493,192,301
S01007921,958,587,371
S01007922,1102,694,408
S01007923,1033,447,586
S01007924,980,587,393
S01007925,558,211,347
S01007926,741,260,481
S01007927,525,215,310
S01007928,1005,447,558
S01007929,1252,428,824
S01007930,573,196,377
S01007931,1092,428,664
S01007932,725,260,465
S01007933,1067,494,573
S01007934,561,274,287
S01007935,1045,614,431
S01007936,954,319,635
S01007937,1231,504,727
S01007938,706,446,260
S01007939,820,474,346
S01007940,1425,627,798
S01007941,544,186,358
S01007942,362,182,180
S01007943,822,361,461
S01007944,854,416,438
S01007945,1003,585,418
S01007946,877,534,343
S01007947,876,437,439
S01007948,614,356,258
S01007949,825,392,433
S01007950,954,388,566
S01007951,833,454,379
S01007952,744,470,274
S01007953,835,456,379
S01007954,586,360,226
S01007955,1435,1001,434
S01007956,779,472,307
S01007957,1066,558,508
S01007958,888,557,331
S01007959,1751,1020,731
S01007960,510,301,209
S01007961,1488,892,596
S01007962,789,463,326
S01007963,829,550,279
S01007964,720,444,276
S01007965,624,381,243
S01007966,817,512,305
S01007967,640,380,260
S01007968,863,457,406
S01007969,700,401,299
S01007970,875,516,359
S01007971,881,524,357
S01007972,954,509,445
S01007973,767,288,479
S01007974,817,565,252
S01007975,561,321,240
S01007976,992,693,299
S01007977,558,314,244
S01007978,717,466,251
S01007979,772,362,410
S01007980,702,376,326
S01007981,674,286,388
S01007982,577,254,323
S01007983,1184,624,560
S01007984,752,369,383
S01007985,744,432,312
S01007986,552,259,293
S01007987,848,415,433
S01007988,748,369,379
S01007989,551,324,227
S01007990,950,476,474
S01007991,774,281,493
S01007992,797,292,505
S01007993,778,274,504
S01007994,457,147,310
S01007995,596,226,370
S01007996,296,104,192
S01007997,581,224,357
S01007998,518,265,253
S01007999,668,438,230
S01008000,733,476,257
S01008001,745,499,246
S01008002,807,583,224
S01008003,606,380,226
S01008004,89,54,35
S01008005,144,97,47
S01008006,625,478,147
S01008007,453,324,129
S01008008,576,364,212
S01008009,800,565,235
S01008010,1059,750,309
S01008011,784,619,165
S01008012,890,656,234
S01008013,738,507,231
S01008014,702,390,312
S01008015,717,515,202
S01008016,689,442,247
S01008017,787,300,487
S01008018,847,348,499
S01008019,871,463,408
S01008020,785,465,320
S01008021,596,241,355
S01008022,704,249,455
S01008023,1296,447,849
S01008024,674,233,441
S01008025,765,294,471
S01008026,1157,621,536
S01008027,690,364,326
S01008028,469,212,257
S01008029,2846,1166,1680
S01008030,1753,750,1003
S01008031,1283,617,666
S01008032,1048,472,576
S01008033,929,339,590
S01008034,902,338,564
S01008035,861,370,491
S01008036,567,188,379
S01008037,1195,642,553
S01008038,779,429,350
S01008039,870,456,414
S01008040,604,230,374
S01008041,895,491,404
S01008042,705,298,407
S01008043,1095,427,668
S01008044,1018,397,621
S01008045,1089,478,611
S01008046,1021,645,376
S01008047,581,219,362
S01008048,568,217,351
S01008049,854,312,542
S01008050,560,176,384
S01008051,975,336,639
S01008052,668,207,461
S01008053,808,334,474
S01008054,662,286,376
S01008055,835,245,590
S01008056,988,370,618
S01008057,1103,420,683
S01008058,718,239,479
S01008059,559,197,362
S01008060,1463,523,940
S01008061,692,309,383
S01008062,820,305,515
S01008063,715,272,443
S01008064,809,457,352
S01008065,958,347,611
S01008066,808,295,513
S01008067,573,201,372
S01008068,1022,385,637
S01008069,987,418,569
S01008070,946,434,512
S01008071,801,348,453
S01008072,1131,492,639
S01008073,403,114,289
S01008074,809,329,480
S01008075,492,168,324
S01008076,868,335,533
S01008077,804,276,528
S01008078,699,280,419
S01008079,735,220,515
S01008080,651,228,423
S01008081,587,247,340
S01008082,859,349,510
S01008083,686,246,440
S01008084,849,358,491
S01008085,1068,378,690
S01008086,1008,429,579
S01008087,923,315,608
S01008088,780,343,437
S01008089,834,300,534
S01008090,622,271,351
S01008091,440,143,297
S01008092,978,388,590
S01008093,744,329,415
S01008094,597,231,366
S01008095,934,417,517
S01008096,676,273,403
S01008097,777,361,416
S01008098,620,255,365
S01008099,444,198,246
S01008100,869,369,500
S01008101,1012,582,430
S01008102,695,389,306
S01008103,612,411,201
S01008104,831,471,360
S01008105,994,659,335
S01008106,1287,672,615
S01008107,953,401,552
S01008108,776,327,449
S01008109,756,306,450
S01008110,751,305,446
S01008111,751,320,431
S01008112,827,304,523
S01008113,870,343,527
S01008114,767,289,478
S01008115,761,370,391
S01008116,898,329,569
S01008117,676,240,436
S01008118,1082,451,631
S01008119,633,326,307
S01008120,580,255,325
S01008121,556,163,393
S01008122,901,308,593
S01008123,892,341,551
S01008124,813,298,515
S01008125,961,377,584
S01008126,762,275,487
S01008127,411,146,265
S01008128,921,385,536
S01008129,828,484,344
S01008130,963,631,332
S01008131,642,429,213
S01008132,918,318,600
S01008133,696,348,348
S01008134,613,412,201
S01008135,1291,742,549
S01008136,1240,826,414
S01008137,1058,714,344
S01008138,794,553,241
S01008139,886,513,373
S01008140,581,344,237
S01008141,970,399,571
S01008142,806,342,464
S01008143,979,549,430
S01008144,843,322,521
S01008145,825,432,393
S01008146,546,329,217
S01008147,760,380,380
S01008148,781,357,424
S01008149,781,444,337
S01008150,1135,687,448
S01008151,865,527,338
S01008152,1052,615,437
S01008153,769,350,419
S01008154,902,361,541
S01008155,711,313,398
S01008156,876,437,439
S01008157,865,412,453
S01008158,879,421,458
S01008159,960,611,349
S01008160,1088,587,501
S01008161,1182,497,685
S01008162,1057,513,544
S01008163,699,400,299
S01008164,1318,1089,229
S01008165,653,282,371
S01008166,1023,474,549
S01008167,1214,634,580
S01008168,883,508,375
S01008169,1164,587,577
S01008170,1391,1066,325
S01008171,768,478,290
S01008172,457,213,244
S01008173,614,254,360
S01008174,448,205,243
S01008175,615,361,254
S01008176,1190,484,706
S01008177,706,385,321
S01008178,560,242,318
S01008179,297,125,172
S01008180,381,138,243
S01008181,579,237,342
S01008182,1130,805,325
S01008183,815,486,329
S01008184,804,556,248
S01008185,1076,676,400
S01008186,916,669,247
S01008187,570,354,216
S01008188,1249,787,462
S01008189,900,391,509
S01008190,823,478,345
S01008191,1149,542,607
S01008192,946,551,395
S01008193,806,428,378
S01008194,557,315,242
S01008195,888,525,363
S01008196,673,405,268
S01008197,1474,690,784
S01008198,575,295,280
S01008199,608,326,282
S01008200,690,391,299
S01008201,1065,622,443
S01008202,678,328,350
S01008203,460,301,159
S01008204,2199,1104,1095
S01008205,635,317,318
S01008206,1290,647,643
S01008207,623,350,273
S01008208,768,406,362
S01008209,500,262,238
S01008210,1159,604,555
S01008211,831,445,386
S01008212,542,212,330
S01008213,770,298,472
S01008214,712,324,388
S01008215,926,435,491
S01008216,644,250,394
S01008217,561,203,358
S01008218,1663,777,886
S01008219,1054,615,439
S01008220,459,290,169
S01008221,626,417,209
S01008222,579,331,248
S01008223,510,266,244
S01008224,783,340,443
S01008225,655,323,332
S01008226,638,393,245
S01008227,819,418,401
S01008228,671,299,372
S01008229,982,527,455
S01008230,614,286,328
S01008231,422,252,170
S01008232,211,85,126
S01008233,1271,482,789
S01008234,1584,638,946
S01008235,775,360,415
S01008236,830,367,463
S01008237,745,386,359
S01008238,862,439,423
S01008239,630,275,355
S01008240,1167,379,788
S01008241,894,307,587
S01008242,1035,403,632
S01008243,873,314,559
S01008244,811,272,539
S01008245,919,357,562
S01008246,1015,378,637
S01008247,797,329,468
S01008248,1087,443,644
S01008249,747,292,455
S01008250,919,366,553
S01008251,789,249,540
S01008252,937,355,582
S01008253,725,377,348
S01008254,1059,533,526
S01008255,809,430,379
S01008256,828,488,340
S01008257,761,439,322
S01008258,1067,473,594
S01008259,1164,588,576
S01008260,849,458,391
S01008261,945,457,488
S01008262,753,306,447
S01008263,653,328,325
S01008264,720,343,377
S01008265,563,211,352
S01008266,839,250,589
S01008267,667,260,407
S01008268,724,267,457
S01008269,972,388,584
S01008270,1023,427,596
S01008271,651,428,223
S01008272,816,335,481
S01008273,835,340,495
S01008274,764,392,372
S01008275,569,235,334
S01008276,530,185,345
S01008277,563,205,358
S01008278,637,206,431
S01008279,605,258,347
S01008280,1063,488,575
S01008281,673,282,391
S01008282,642,251,391
S01008283,973,409,564
S01008284,1219,433,786
S01008285,628,358,270
S01008286,1146,561,585
S01008287,708,350,358
S01008288,838,392,446
S01008289,647,428,219
S01008290,844,488,356
S01008291,998,430,568
S01008292,1176,502,674
S01008293,840,244,596
S01008294,540,204,336
S01008295,1008,447,561
S01008296,729,397,332
S01008297,483,254,229
S01008298,878,398,480
S01008299,929,539,390
S01008300,784,422,362
S01008301,836,346,490
S01008302,768,281,487
S01008303,666,416,250
S01008304,411,197,214
S01008305,678,264,414
S01008306,538,214,324
S01008307,643,260,383
S01008308,501,168,333
S01008309,779,547,232
S01008310,818,453,365
S01008311,576,344,232
S01008312,598,361,237
S01008313,846,533,313
S01008314,787,594,193
S01008315,617,485,132
S01008316,653,400,253
S01008317,560,338,222
S01008318,1289,536,753
S01008319,525,314,211
S01008320,574,260,314
S01008321,590,221,369
S01008322,1522,755,767
S01008323,681,413,268
S01008324,496,276,220
S01008325,903,482,421
S01008326,872,563,309
S01008327,896,514,382
S01008328,663,239,424
S01008329,816,268,548
S01008330,858,324,534
S01008331,619,290,329
S01008332,934,446,488
S01008333,992,441,551
S01008334,827,344,483
S01008335,786,421,365
S01008336,788,435,353
S01008337,663,280,383
S01008338,620,232,388
S01008339,493,205,288
S01008340,724,313,411
S01008341,484,160,324
S01008342,949,417,532
S01008343,995,409,586
S01008344,711,255,456
S01008345,1071,399,672
S01008346,841,260,581
S01008347,1026,475,551
S01008348,829,321,508
S01008349,1088,387,701
S01008350,649,216,433
S01008351,863,292,571
S01008352,730,238,492
S01008353,406,134,272
S01008354,795,278,517
S01008355,924,478,446
S01008356,707,309,398
S01008357,736,267,469
S01008358,721,361,360
S01008359,605,245,360
S01008360,1056,379,677
S01008361,646,246,400
S01008362,870,442,428
S01008363,668,326,342
S01008364,688,280,408
S01008365,808,326,482
S01008366,821,461,360
S01008367,825,501,324
S01008368,735,383,352
S01008369,632,311,321
S01008370,553,283,270
S01008371,708,260,448
S01008372,728,287,441
S01008373,925,315,610
S01008374,683,234,449
S01008375,633,225,408
S01008376,502,235,267
S01008377,748,347,401
S01008378,884,391,493
S01008379,434,156,278
S01008380,512,184,328
S01008381,832,292,540
S01008382,728,244,484
S01008383,497,185,312
S01008384,779,333,446
S01008385,542,191,351
S01008386,790,330,460
S01008387,692,266,426
S01008388,488,203,285
S01008389,657,297,360
S01008390,600,201,399
S01008391,627,273,354
S01008392,707,279,428
S01008393,722,299,423
S01008394,830,268,562
S01008395,644,253,391
S01008396,693,297,396
S01008397,809,280,529
S01008398,727,264,463
S01008399,626,295,331
S01008400,881,330,551
S01008401,1043,445,598
S01008402,900,278,622
S01008403,819,306,513
S01008404,889,351,538
S01008405,707,268,439
S01008406,952,450,502
S01008407,456,277,179
S01008408,627,290,337
S01008409,904,510,394
S01008410,736,357,379
S01008411,919,464,455
S01008412,561,274,287
S01008413,555,301,254
S01008414,508,175,333
S01008415,862,446,416
S01008416,964,573,391
S01008417,586,184,402
S01008418,584,229,355
S01008419,373,139,234
S01008420,478,183,295
S01008421,687,381,306
S01008422,774,295,479
S01008423,826,251,575
S01008424,926,274,652
S01008425,2390,1833,557
S01008426,967,474,493
S01008427,1012,376,636
S01008428,732,366,366
S01008429,774,292,482
S01008430,923,355,568
S01008431,882,333,549
S01008432,946,333,613
S01008433,685,232,453
S01008434,856,279,577
S01008435,932,332,600
S01008436,896,390,506
S01008437,686,361,325
S01008438,473,193,280
S01008439,848,259,589
S01008440,936,308,628
S01008441,817,267,550
S01008442,619,233,386
S01008443,486,160,326
S01008444,593,240,353
S01008445,807,284,523
S01008446,1312,578,734
S01008447,556,172,384
S01008448,737,270,467
S01008449,732,450,282
S01008450,429,325,104
S01008451,758,459,299
S01008452,710,508,202
S01008453,698,490,208
S01008454,992,695,297
S01008455,1023,729,294
S01008456,996,742,254
S01008457,916,616,300
S01008458,781,463,318
S01008459,665,488,177
S01008460,897,706,191
S01008461,812,634,178
S01008462,597,414,183
S01008463,757,531,226
S01008464,760,428,332
S01008465,781,456,325
S01008466,657,394,263
S01008467,711,351,360
S01008468,816,485,331
S01008469,658,365,293
S01008470,792,471,321
S01008471,626,445,181
S01008472,601,367,234
S01008473,550,356,194
S01008474,710,506,204
S01008475,879,627,252
S01008476,677,454,223
S01008477,985,685,300
S01008478,866,588,278
S01008479,959,683,276
S01008480,414,271,143
S01008481,1408,972,436
S01008482,1361,974,387
S01008483,729,436,293
S01008484,793,391,402
S01008485,948,447,501
S01008486,777,435,342
S01008487,869,560,309
S01008488,1155,774,381
S01008489,768,455,313
S01008490,1029,732,297
S01008491,855,660,195
S01008492,814,673,141
S01008493,783,541,242
S01008494,726,559,167
S01008495,1011,828,183
S01008496,1121,917,204
S01008497,894,727,167
S01008498,732,609,123
S01008499,1050,870,180
S01008500,350,289,61
S01008501,765,613,152
S01008502,619,502,117
S01008503,888,611,277
S01008504,1479,931,548
S01008505,847,529,318
S01008506,969,586,383
S01008507,801,581,220
S01008508,907,382,525
S01008509,1067,495,572
S01008510,755,315,440
S01008511,821,276,545
S01008512,940,294,646
S01008513,882,422,460
S01008514,622,306,316
S01008515,767,339,428
S01008516,1347,1028,319
S01008517,958,711,247
S01008518,969,475,494
S01008519,832,310,522
S01008520,1097,318,779
S01008521,706,183,523
S01008522,485,178,307
S01008523,923,340,583
S01008524,959,636,323
S01008525,908,619,289
S01008526,737,454,283
S01008527,595,359,236
S01008528,540,295,245
S01008529,710,380,330
S01008530,855,530,325
S01008531,793,542,251
S01008532,544,287,257
S01008533,372,85,287
S01008534,665,227,438
S01008535,597,226,371
S01008536,597,219,378
S01008537,570,177,393
S01008538,556,170,386
S01008539,918,340,578
S01008540,829,282,547
S01008541,779,250,529
S01008542,931,298,633
S01008543,766,250,516
S01008544,479,164,315
S01008545,814,255,559
S01008546,701,187,514
S01008547,941,408,533
S01008548,835,484,351
S01008549,1012,544,468
S01008550,872,392,480
S01008551,873,442,431
S01008552,870,387,483
S01008553,563,318,245
S01008554,765,476,289
S01008555,1020,700,320
S01008556,893,607,286
S01008557,770,518,252
S01008558,712,480,232
S01008559,680,386,294
S01008560,679,402,277
S01008561,896,490,406
S01008562,638,463,175
S01008563,914,552,362
S01008564,889,502,387
S01008565,844,535,309
S01008566,876,509,367
S01008567,693,409,284
S01008568,699,368,331
S01008569,601,468,133
S01008570,1039,706,333
S01008571,657,373,284
S01008572,864,479,385
S01008573,918,387,531
S01008574,879,450,429
S01008575,710,304,406
S01008576,881,422,459
S01008577,1042,516,526
S01008578,822,289,533
S01008579,821,354,467
S01008580,710,353,357
S01008581,879,562,317
S01008582,1135,699,436
S01008583,775,488,287
S01008584,1055,613,442
S01008585,787,496,291
S01008586,780,487,293
S01008587,802,400,402
S01008588,892,432,460
S01008589,313,136,177
S01008590,646,391,255
S01008591,904,483,421
S01008592,793,516,277
S01008593,691,232,459
S01008594,816,410,406
S01008595,1062,723,339
S01008596,845,626,219
S01008597,942,443,499
S01008598,1104,760,344
S01008599,897,540,357
S01008600,2496,2096,400
S01008601,2471,2334,137
S01008602,513,410,103
S01008603,985,859,126
S01008604,1016,714,302
S01008605,830,632,198
S01008606,838,367,471
S01008607,513,192,321
S01008608,720,360,360
S01008609,971,480,491
S01008610,1090,755,335
S01008611,1329,1115,214
S01008612,725,627,98
S01008613,916,673,243
S01008614,864,745,119
S01008615,859,694,165
S01008616,802,671,131
S01008617,884,742,142
S01008618,681,604,77
S01008619,493,414,79
S01008620,766,647,119
S01008621,816,686,130
S01008622,760,605,155
S01008623,1022,707,315
S01008624,761,398,363
S01008625,464,176,288
S01008626,916,484,432
S01008627,650,240,410
S01008628,691,475,216
S01008629,921,622,299
S01008630,667,536,131
S01008631,830,660,170
S01008632,1153,805,348
S01008633,1027,523,504
S01008634,612,350,262
S01008635,746,460,286
S01008636,824,488,336
S01008637,689,447,242
S01008638,1389,1137,252
S01008639,1138,807,331
S01008640,1096,841,255
S01008641,1067,838,229
S01008642,939,702,237
S01008643,848,554,294
S01008644,625,493,132
S01008645,927,695,232
S01008646,1131,814,317
S01008647,667,524,143
S01008648,930,761,169
S01008649,1219,1002,217
S01008650,873,732,141
S01008651,1168,1030,138
S01008652,716,627,89
S01008653,640,521,119
S01008654,1136,945,191
S01008655,872,674,198
S01008656,1364,1159,205
S01008657,1009,827,182
S01008658,1689,1500,189
S01008659,1144,992,152
S01008660,1095,948,147
S01008661,1234,1091,143
S01008662,1027,946,81
S01008663,972,865,107
S01008664,955,804,151
S01008665,1617,1422,195
S01008666,1005,880,125
S01008667,1414,1182,232
S01008668,1210,1101,109
S01008669,643,601,42
S01008670,1098,993,105
S01008671,1145,1047,98
S01008672,654,565,89
S01008673,1079,879,200
S01008674,1011,925,86
S01008675,831,678,153
S01008676,913,745,168
S01008677,852,755,97
S01008678,1398,1286,112
S01008679,1315,1214,101
S01008680,894,764,130
S01008681,1031,907,124
S01008682,896,749,147
S01008683,1970,1745,225
S01008684,2751,2518,233
S01008685,837,645,192
S01008686,1155,921,234
S01008687,944,770,174
S01008688,1277,973,304
S01008689,1114,863,251
S01008690,988,748,240
S01008691,1217,987,230
S01008692,1073,847,226
S01008693,524,288,236
S01008694,1285,950,335
S01008695,843,535,308
S01008696,550,255,295
S01008697,907,375,532
S01008698,635,280,355
S01008699,939,567,372
S01008700,620,287,333
S01008701,687,496,191
S01008702,713,496,217
S01008703,1072,742,330
S01008704,1264,839,425
S01008705,710,501,209
S01008706,989,680,309
S01008707,945,688,257
S01008708,806,615,191
S01008709,746,482,264
S01008710,717,492,225
S01008711,642,431,211
S01008712,1013,689,324
S01008713,470,350,120
S01008714,555,360,195
S01008715,648,397,251
S01008716,587,357,230
S01008717,422,211,211
S01008718,529,284,245
S01008719,907,451,456
S01008720,515,306,209
S01008721,641,266,375
S01008722,903,387,516
S01008723,679,333,346
S01008724,862,369,493
S01008725,614,308,306
S01008726,937,422,515
S01008727,1017,558,459
S01008728,477,287,190
S01008729,636,308,328
S01008730,882,569,313
S01008731,460,287,173
S01008732,675,476,199
S01008733,789,517,272
S01008734,648,283,365
S01008735,953,330,623
S01008736,606,246,360
S01008737,674,275,399
S01008738,745,266,479
S01008739,471,224,247
S01008740,595,241,354
S01008741,945,372,573
S01008742,649,338,311
S01008743,931,643,288
S01008744,881,549,332
S01008745,469,285,184
S01008746,895,641,254
S01008747,490,250,240
S01008748,894,331,563
S01008749,1016,392,624
S01008750,666,241,425
S01008751,864,544,320
S01008752,828,599,229
S01008753,777,562,215
S01008754,780,590,190
S01008755,873,669,204
S01008756,732,541,191
S01008757,662,494,168
S01008758,842,611,231
S01008759,591,406,185
S01008760,1113,723,390
S01008761,701,470,231
S01008762,486,260,226
S01008763,697,358,339
S01008764,586,293,293
S01008765,1017,567,450
S01008766,1219,604,615
S01008767,753,396,357
S01008768,2435,1642,793
S01008769,1985,1355,630
S01008770,1874,1266,608
S01008771,1874,1266,608
S01008772,1049,633,416
S01008773,986,695,291
S01008774,789,593,196
S01008775,461,298,163
S01008776,1138,901,237
S01008777,1013,775,238
S01008778,909,749,160
S01008779,1006,682,324
S01008780,821,633,188
S01008781,972,791,181
S01008782,882,667,215
S01008783,480,372,108
S01008784,690,523,167
S01008785,905,687,218
S01008786,1086,889,197
S01008787,579,458,121
S01008788,781,603,178
S01008789,582,384,198
S01008790,833,686,147
S01008791,873,619,254
S01008792,878,601,277
S01008793,979,769,210
S01008794,878,640,238
S01008795,1149,871,278
S01008796,1014,786,228
S01008797,979,781,198
S01008798,914,702,212
S01008799,673,516,157
S01008800,1127,871,256
S01008801,798,614,184
S01008802,1163,927,236
S01008803,1002,787,215
S01008804,845,680,165
S01008805,739,606,133
S01008806,1100,825,275
S01008807,923,712,211
S01008808,614,462,152
S01008809,721,474,247
S01008810,920,702,218
S01008811,794,601,193
S01008812,913,750,163
S01008813,874,628,246
S01008814,1133,847,286
S01008815,1141,840,301
S01008816,473,368,105
S01008817,1026,783,243
S01008818,977,651,326
S01008819,943,609,334
S01008820,1322,1005,317
S01008821,618,311,307
S01008822,680,313,367
S01008823,814,424,390
S01008824,1083,552,531
S01008825,512,244,268
S01008826,589,377,212
S01008827,840,424,416
S01008828,854,461,393
S01008829,855,373,482
S01008830,967,438,529
S01008831,875,366,509
S01008832,655,335,320
S01008833,955,566,389
S01008834,1069,552,517
S01008835,881,412,469
S01008836,472,371,101
S01008837,1487,1026,461
S01008838,933,658,275
S01008839,1075,708,367
S01008840,934,597,337
S01008841,1158,883,275
S01008842,133,70,63
S01008843,912,723,189
S01008844,873,663,210
S01008845,795,611,184
S01008846,844,643,201
S01008847,773,592,181
S01008848,852,612,240
S01008849,968,693,275
S01008850,1316,896,420
S01008851,1119,819,300
S01008852,1107,645,462
S01008853,607,454,153
S01008854,938,668,270
S01008855,1070,775,295
S01008856,644,469,175
S01008857,885,618,267
S01008858,1035,721,314
S01008859,1041,797,244
S01008860,1140,835,305
S01008861,819,387,432
S01008862,993,756,237
S01008863,701,458,243
S01008864,1174,836,338
S01008865,960,684,276
S01008866,927,641,286
S01008867,841,444,397
S01008868,1045,750,295
S01008869,1003,646,357
S01008870,1059,620,439
S01008871,1189,812,377
S01008872,931,642,289
S01008873,687,318,369
S01008874,769,526,243
S01008875,1012,744,268
S01008876,693,394,299
S01008877,672,348,324
S01008878,1002,535,467
S01008879,696,395,301
S01008880,629,334,295
S01008881,570,272,298
S01008882,1040,496,544
S01008883,982,380,602
S01008884,684,234,450
S01008885,739,237,502
S01008886,983,527,456
S01008887,643,311,332
S01008888,1155,810,345
S01008889,745,398,347
S01008890,693,259,434
S01008891,628,217,411
S01008892,1007,540,467
S01008893,890,281,609
S01008894,796,229,567
S01008895,677,291,386
S01008896,816,279,537
S01008897,717,274,443
S01008898,821,303,518
S01008899,669,472,197
S01008900,789,470,319
S01008901,941,513,428
S01008902,914,581,333
S01008903,909,509,400
S01008904,897,594,303
S01008905,993,716,277
S01008906,741,535,206
S01008907,741,542,199
S01008908,858,540,318
S01008909,896,491,405
S01008910,1451,887,564
S01008911,1188,796,392
S01008912,722,326,396
S01008913,390,214,176
S01008914,937,490,447
S01008915,561,299,262
S01008916,1071,730,341
S01008917,562,445,117
S01008918,598,427,171
S01008919,513,385,128
S01008920,1252,897,355
S01008921,1142,853,289
S01008922,947,592,355
S01008923,1086,799,287
S01008924,1787,1202,585
S01008925,593,354,239
S01008926,1298,836,462
S01008927,963,659,304
S01008928,721,478,243
S01008929,1146,893,253
S01008930,838,574,264
S01008931,594,412,182
S01008932,936,628,308
S01008933,680,449,231
S01008934,644,399,245
S01008935,882,371,511
S01008936,506,146,360
S01008937,694,400,294
S01008938,816,304,512
S01008939,659,268,391
S01008940,634,187,447
S01008941,727,241,486
S01008942,977,397,580
S01008943,672,201,471
S01008944,809,283,526
S01008945,879,287,592
S01008946,769,271,498
S01008947,936,308,628
S01008948,881,446,435
S01008949,1115,579,536
S01008950,883,474,409
S01008951,872,587,285
S01008952,1189,742,447
S01008953,940,508,432
S01008954,833,524,309
S01008955,722,367,355
S01008956,1009,598,411
S01008957,911,467,444
S01008958,687,427,260
S01008959,850,423,427
S01008960,757,275,482
S01008961,834,456,378
S01008962,530,230,300
S01008963,815,316,499
S01008964,615,202,413
S01008965,628,204,424
S01008966,745,282,463
S01008967,937,314,623
S01008968,940,306,634
S01008969,897,349,548
S01008970,937,371,566
S01008971,568,189,379
S01008972,1271,571,700
S01008973,727,401,326
S01008974,764,399,365
S01008975,799,478,321
S01008976,607,242,365
S01008977,706,254,452
S01008978,574,312,262
S01008979,657,384,273
S01008980,620,362,258
S01008981,688,249,439
S01008982,730,447,283
S01008983,687,520,167
S01008984,390,229,161
S01008985,668,353,315
S01008986,794,293,501
S01008987,884,351,533
S01008988,928,577,351
S01008989,880,512,368
S01008990,1014,602,412
S01008991,1002,472,530
S01008992,382,173,209
S01008993,1055,497,558
S01008994,839,378,461
