"output_area","total","scotland","ruk","elsewhere"
"S00092946",105,89,8,8
"S00092947",173,134,20,19
"S00092948",202,157,27,18
"S00092949",82,55,7,20
"S00092950",107,68,27,12
"S00092951",152,131,15,6
"S00092952",159,137,11,11
"S00092953",70,54,10,6
"S00092954",103,94,6,3
"S00092955",111,96,12,3
"S00092956",138,121,17,0
"S00092957",103,92,9,2
"S00092958",154,133,17,4
"S00092959",84,74,9,1
"S00092960",151,121,20,10
"S00092961",102,85,7,10
"S00092962",127,122,1,4
"S00092963",132,122,9,1
"S00092964",99,92,7,0
"S00092965",191,174,15,2
"S00092966",133,108,23,2
"S00092967",99,91,7,1
"S00092968",128,108,17,3
"S00092969",91,76,14,1
"S00092970",65,64,1,0
"S00092971",188,174,11,3
"S00092972",143,123,8,12
"S00092973",143,75,52,16
"S00092974",87,73,13,1
"S00092975",134,116,18,0
"S00092976",129,102,23,4
"S00092977",109,68,37,4
"S00092978",110,88,20,2
"S00092979",73,62,5,6
"S00092980",140,105,21,14
"S00092981",64,54,8,2
"S00092982",105,95,8,2
"S00092983",182,164,15,3
"S00092984",163,136,20,7
"S00092985",148,129,15,4
"S00092986",180,160,12,8
"S00092987",140,118,21,1
"S00092988",165,146,11,8
"S00092989",192,153,21,18
"S00092990",186,158,19,9
"S00092991",191,163,17,11
"S00092992",154,124,8,22
"S00092993",106,92,9,5
"S00092994",151,122,21,8
"S00092995",84,62,17,5
"S00092996",97,75,22,0
"S00092997",93,83,10,0
"S00092998",143,132,5,6
"S00092999",159,130,25,4
"S00093000",95,73,17,5
"S00093001",139,117,17,5
"S00093002",176,149,20,7
"S00093003",93,84,5,4
"S00093004",201,185,11,5
"S00093005",170,149,13,8
"S00093006",160,143,12,5
"S00093007",160,144,13,3
"S00093008",132,113,10,9
"S00093009",55,50,5,0
"S00093010",96,80,13,3
"S00093011",96,82,9,5
"S00093012",112,92,18,2
"S00093013",138,112,18,8
"S00093014",82,66,16,0
"S00093015",65,50,7,8
"S00093016",118,94,21,3
"S00093017",129,105,17,7
"S00093018",113,102,10,1
"S00093019",159,136,18,5
"S00093020",78,46,18,14
"S00093021",95,77,9,9
"S00093022",96,90,5,1
"S00093023",107,95,12,0
"S00093024",61,56,4,1
"S00093025",109,95,14,0
"S00093026",118,113,3,2
"S00093027",118,105,12,1
"S00093028",120,103,12,5
"S00093029",171,135,28,8
"S00093030",118,96,17,5
"S00093031",84,64,19,1
"S00093032",151,111,37,3
"S00093033",224,193,25,6
"S00093034",103,86,7,10
"S00093035",106,68,27,11
"S00093036",105,86,18,1
"S00093037",91,75,14,2
"S00093038",63,50,7,6
"S00093039",163,120,36,7
"S00093040",139,111,20,8
"S00093041",61,55,5,1
"S00093042",176,150,16,10
"S00093043",125,104,14,7
"S00093044",68,50,13,5
"S00093045",172,141,28,3
"S00093046",159,138,18,3
"S00093047",128,93,30,5
"S00093048",80,65,13,2
"S00093049",80,64,12,4
"S00093050",71,50,18,3
"S00093051",79,59,12,8
"S00093052",90,69,20,1
"S00093053",115,88,21,6
"S00093054",78,58,11,9
"S00093055",106,76,25,5
"S00093056",66,54,11,1
"S00093057",91,72,16,3
"S00093058",137,110,22,5
"S00093059",147,115,26,6
"S00093060",122,99,19,4
"S00093061",99,75,19,5
"S00093062",127,94,18,15
"S00093063",126,112,12,2
"S00093064",147,119,24,4
"S00093065",189,149,30,10
"S00093066",125,99,20,6
"S00093067",67,50,15,2
"S00093068",127,95,24,8
"S00093069",80,62,9,9
"S00093070",131,111,17,3
"S00093071",121,104,9,8
"S00093072",109,92,14,3
"S00093073",123,104,12,7
"S00093074",116,94,14,8
"S00093075",99,77,19,3
"S00093076",145,117,16,12
"S00093077",151,87,53,11
"S00093078",87,65,17,5
"S00093079",61,54,5,2
"S00093080",182,154,19,9
"S00093081",145,118,20,7
"S00093082",176,160,11,5
"S00093083",199,137,53,9
"S00093084",98,79,18,1
"S00093085",118,102,14,2
"S00093086",55,47,7,1
"S00093087",119,89,17,13
"S00093088",176,150,24,2
"S00093089",122,93,19,10
"S00093090",91,74,14,3
"S00093091",115,100,12,3
"S00093092",156,136,12,8
"S00093093",114,90,16,8
"S00093094",92,76,15,1
"S00093095",155,102,44,9
"S00093096",57,48,9,0
"S00093097",60,51,9,0
"S00093098",79,57,12,10
"S00093099",144,105,24,15
"S00093100",157,133,16,8
"S00093101",183,140,34,9
"S00093102",193,141,33,19
"S00093103",142,113,21,8
"S00093104",114,93,19,2
"S00093105",198,173,22,3
"S00093106",117,104,9,4
"S00093107",125,111,11,3
"S00093108",92,80,11,1
"S00093109",121,103,12,6
"S00093110",115,103,11,1
"S00093111",104,90,12,2
"S00093112",88,75,9,4
"S00093113",100,77,13,10
"S00093114",172,142,22,8
"S00093115",91,82,7,2
"S00093116",207,178,21,8
"S00093117",184,157,15,12
"S00093118",135,129,3,3
"S00093119",132,116,15,1
"S00093120",110,97,12,1
"S00093121",117,97,8,12
"S00093122",81,70,8,3
"S00093123",116,105,8,3
"S00093124",88,84,2,2
"S00093125",100,87,9,4
"S00093126",108,93,10,5
"S00093127",99,90,7,2
"S00093128",121,112,3,6
"S00093129",185,156,16,13
"S00093130",122,111,7,4
"S00093131",115,106,5,4
"S00093132",84,80,4,0
"S00093133",116,106,8,2
"S00093134",138,122,8,8
"S00093135",146,126,17,3
"S00093136",88,67,11,10
"S00093137",92,89,3,0
"S00093138",111,95,12,4
"S00093139",109,86,19,4
"S00093140",138,117,18,3
"S00093141",107,92,7,8
"S00093142",162,145,15,2
"S00093143",118,106,9,3
"S00093144",111,105,4,2
"S00093145",169,139,15,15
"S00093146",186,168,11,7
"S00093147",108,97,7,4
"S00093148",68,58,8,2
"S00093149",109,97,9,3
"S00093150",80,69,6,5
"S00093151",110,100,9,1
"S00093152",61,57,3,1
"S00093153",149,134,10,5
"S00093154",111,99,10,2
"S00093155",101,88,9,4
"S00093156",177,156,16,5
"S00093157",117,109,8,0
"S00093158",124,108,12,4
"S00093159",80,73,5,2
"S00093160",97,83,5,9
"S00093161",137,116,6,15
"S00093162",161,145,9,7
"S00093163",103,91,11,1
"S00093164",144,131,11,2
"S00093165",104,96,7,1
"S00093166",142,133,7,2
"S00093167",119,113,3,3
"S00093168",80,72,6,2
"S00093169",80,75,4,1
"S00093170",75,71,2,2
"S00093171",76,67,6,3
"S00093172",136,117,11,8
"S00093173",106,99,4,3
"S00093174",169,149,6,14
"S00093175",82,72,9,1
"S00093176",102,95,3,4
"S00093177",88,83,4,1
"S00093178",155,133,11,11
"S00093179",125,106,10,9
"S00093180",167,139,22,6
"S00093181",146,124,14,8
"S00093182",195,168,19,8
"S00093183",110,94,13,3
"S00093184",169,149,14,6
"S00093185",99,91,4,4
"S00093186",154,134,12,8
"S00093187",161,138,23,0
"S00093188",111,103,5,3
"S00093189",106,88,8,10
"S00093190",161,135,21,5
"S00093191",91,74,11,6
"S00093192",123,102,15,6
"S00093193",141,118,16,7
"S00093194",137,115,19,3
"S00093195",96,79,13,4
"S00093196",133,109,17,7
"S00093197",76,69,5,2
"S00093198",141,128,10,3
"S00093199",147,129,15,3
"S00093200",57,52,5,0
"S00093201",117,108,7,2
"S00093202",122,115,5,2
"S00093203",85,78,4,3
"S00093204",121,106,10,5
"S00093205",95,84,10,1
"S00093206",94,88,5,1
"S00093207",93,81,9,3
"S00093208",109,98,11,0
"S00093209",114,88,19,7
"S00093210",166,144,9,13
"S00093211",104,90,13,1
"S00093212",86,67,15,4
"S00093213",88,76,7,5
"S00093214",107,101,4,2
"S00093215",97,85,5,7
"S00093216",79,64,7,8
"S00093217",68,61,7,0
"S00093218",117,104,7,6
"S00093219",98,90,8,0
"S00093220",88,76,11,1
"S00093221",69,61,7,1
"S00093222",97,88,8,1
"S00093223",112,101,10,1
"S00093224",124,104,16,4
"S00093225",103,93,7,3
"S00093226",148,133,8,7
"S00093227",84,79,5,0
"S00093228",104,99,5,0
"S00093229",170,153,15,2
"S00093230",144,134,6,4
"S00093231",88,76,8,4
"S00093232",85,70,9,6
"S00093233",116,101,7,8
"S00093234",101,88,10,3
"S00093235",109,100,4,5
"S00093236",151,120,24,7
"S00093237",145,133,10,2
"S00093238",95,74,17,4
"S00093239",135,120,11,4
"S00093240",85,78,6,1
"S00093241",78,71,3,4
"S00093242",93,83,7,3
"S00093243",104,96,5,3
"S00093244",116,99,12,5
"S00093245",101,91,4,6
"S00093246",121,104,13,4
"S00093247",128,120,6,2
"S00093248",82,69,9,4
"S00093249",120,97,15,8
"S00093250",113,99,11,3
"S00093251",176,164,5,7
"S00093252",114,106,5,3
"S00093253",99,96,1,2
"S00093254",108,107,1,0
"S00093255",109,93,8,8
"S00093256",113,103,10,0
"S00093257",106,90,14,2
"S00093258",95,72,17,6
"S00093259",105,91,9,5
"S00093260",89,81,7,1
"S00093261",57,43,5,9
"S00093262",117,100,7,10
"S00093263",67,60,5,2
"S00093264",81,71,7,3
"S00093265",136,111,10,15
"S00093266",97,85,6,6
"S00093267",77,58,5,14
"S00093268",93,77,14,2
"S00093269",74,58,10,6
"S00093270",104,88,9,7
"S00093271",53,45,5,3
"S00093272",97,71,2,24
"S00093273",104,91,11,2
"S00093274",104,87,11,6
"S00093275",79,67,4,8
"S00093276",125,91,13,21
"S00093277",68,60,4,4
"S00093278",54,53,1,0
"S00093279",118,85,16,17
"S00093280",64,55,6,3
"S00093281",110,74,11,25
"S00093282",100,93,6,1
"S00093283",100,87,6,7
"S00093284",89,70,9,10
"S00093285",104,77,7,20
"S00093286",94,76,8,10
"S00093287",94,72,12,10
"S00093288",77,40,5,32
"S00093289",89,78,5,6
"S00093290",127,115,10,2
"S00093291",99,90,7,2
"S00093292",108,94,9,5
"S00093293",107,93,10,4
"S00093294",93,80,9,4
"S00093295",154,139,9,6
"S00093296",99,88,11,0
"S00093297",130,100,13,17
"S00093298",166,147,14,5
"S00093299",148,138,8,2
"S00093300",126,106,11,9
"S00093301",106,86,20,0
"S00093302",143,127,7,9
"S00093303",183,159,17,7
"S00093304",72,61,7,4
"S00093305",97,87,3,7
"S00093306",142,125,10,7
"S00093307",126,110,12,4
"S00093308",119,106,11,2
"S00093309",97,83,12,2
"S00093310",151,136,11,4
"S00093311",124,107,16,1
"S00093312",105,87,14,4
"S00093313",107,89,15,3
"S00093314",128,116,9,3
"S00093315",120,101,13,6
"S00093316",109,98,6,5
"S00093317",98,91,3,4
"S00093318",86,67,15,4
"S00093319",85,74,9,2
"S00093320",123,96,19,8
"S00093321",95,77,13,5
"S00093322",121,108,10,3
"S00093323",131,105,18,8
"S00093324",109,95,10,4
"S00093325",94,82,8,4
"S00093326",115,89,14,12
"S00093327",106,92,14,0
"S00093328",132,121,10,1
"S00093329",125,109,12,4
"S00093330",111,94,12,5
"S00093331",93,82,7,4
"S00093332",156,137,16,3
"S00093333",125,108,11,6
"S00093334",221,198,17,6
"S00093335",164,146,14,4
"S00093336",121,109,4,8
"S00093337",98,78,17,3
"S00093338",77,65,9,3
"S00093339",152,135,15,2
"S00093340",80,69,9,2
"S00093341",59,55,3,1
"S00093342",157,121,29,7
"S00093343",65,59,6,0
"S00093344",158,117,35,6
"S00093345",104,95,7,2
"S00093346",94,79,9,6
"S00093347",58,54,2,2
"S00093348",73,64,6,3
"S00093349",158,131,10,17
"S00093350",121,109,12,0
"S00093351",100,92,5,3
"S00093352",84,71,3,10
"S00093353",121,111,5,5
"S00093354",89,78,11,0
"S00093355",134,107,14,13
"S00093356",83,70,13,0
"S00093357",109,100,8,1
"S00093358",103,90,8,5
"S00093359",89,79,6,4
"S00093360",93,89,3,1
"S00093361",103,89,8,6
"S00093362",138,122,12,4
"S00093363",92,81,9,2
"S00093364",65,55,4,6
"S00093365",100,90,9,1
"S00093366",150,131,14,5
"S00093367",57,49,3,5
"S00093368",107,80,13,14
"S00093369",63,54,8,1
"S00093370",118,106,11,1
"S00093371",90,82,7,1
"S00093372",112,96,12,4
"S00093373",53,51,2,0
"S00093374",200,174,23,3
"S00093375",142,121,16,5
"S00093376",215,190,25,0
"S00093377",184,167,12,5
"S00093378",85,78,5,2
"S00093379",70,61,7,2
"S00093380",101,88,9,4
"S00093381",110,98,10,2
"S00093382",104,96,6,2
"S00093383",77,66,8,3
"S00093384",117,110,5,2
"S00093385",118,100,16,2
"S00093386",104,90,12,2
"S00093387",78,68,8,2
"S00093388",135,123,10,2
"S00093389",84,75,8,1
"S00093390",88,80,4,4
"S00093391",157,142,11,4
"S00093392",153,135,16,2
"S00093393",111,106,5,0
"S00093394",108,90,11,7
"S00093395",133,125,8,0
"S00093396",96,89,6,1
"S00093397",157,138,14,5
"S00093398",109,93,9,7
"S00093399",110,100,8,2
"S00093400",87,77,8,2
"S00093401",61,55,3,3
"S00093402",119,107,6,6
"S00093403",177,168,4,5
"S00093404",136,116,13,7
"S00093405",149,133,9,7
"S00093406",127,112,9,6
"S00093407",87,76,6,5
"S00093408",57,51,5,1
"S00093409",124,102,15,7
"S00093410",185,172,7,6
"S00093411",79,65,9,5
"S00093412",95,80,11,4
"S00093413",90,84,6,0
"S00093414",83,78,4,1
"S00093415",129,122,5,2
"S00093416",121,109,11,1
"S00093417",70,63,4,3
"S00093418",53,47,4,2
"S00093419",108,97,9,2
"S00093420",221,191,21,9
"S00093421",151,127,19,5
"S00093422",121,109,10,2
"S00093423",109,91,13,5
"S00093424",118,111,4,3
"S00093425",100,94,4,2
"S00093426",137,118,14,5
"S00093427",149,124,22,3
"S00093428",124,102,14,8
"S00093429",114,104,6,4
"S00093430",154,134,16,4
"S00093431",159,123,33,3
"S00093432",70,66,3,1
"S00093433",145,127,13,5
"S00093434",110,93,11,6
"S00093435",100,86,4,10
"S00093436",120,115,4,1
"S00093437",53,52,0,1
"S00093438",99,96,3,0
"S00093439",129,122,4,3
"S00093440",124,118,3,3
"S00093441",77,73,3,1
"S00093442",100,89,8,3
"S00093443",134,124,8,2
"S00093444",85,80,5,0
"S00093445",146,127,12,7
"S00093446",71,67,4,0
"S00093447",106,92,13,1
"S00093448",65,61,4,0
"S00093449",184,167,12,5
"S00093450",69,65,3,1
"S00093451",162,145,14,3
"S00093452",178,164,8,6
"S00093453",138,130,5,3
"S00093454",138,123,13,2
"S00093455",165,154,10,1
"S00093456",107,89,14,4
"S00093457",63,55,3,5
"S00093458",158,134,12,12
"S00093459",154,141,9,4
"S00093460",150,131,9,10
"S00093461",126,120,5,1
"S00093462",104,94,6,4
"S00093463",113,108,1,4
"S00093464",65,63,1,1
"S00093465",97,86,10,1
"S00093466",154,138,6,10
"S00093467",120,105,11,4
"S00093468",81,75,4,2
"S00093469",125,118,4,3
"S00093470",104,97,6,1
"S00093471",198,191,5,2
"S00093472",75,72,2,1
"S00093473",95,84,8,3
"S00093474",190,165,8,17
"S00093475",139,125,6,8
"S00093476",105,93,4,8
"S00093477",94,91,2,1
"S00093478",67,61,2,4
"S00093479",57,48,5,4
"S00093480",74,59,12,3
"S00093481",123,113,8,2
"S00093482",67,57,8,2
"S00093483",138,114,16,8
"S00093484",105,90,4,11
"S00093485",104,93,9,2
"S00093486",95,84,6,5
"S00093487",75,56,5,14
"S00093488",98,89,5,4
"S00093489",136,116,15,5
"S00093490",117,110,5,2
"S00093491",132,126,5,1
"S00093492",129,110,7,12
"S00093493",128,123,2,3
"S00093494",119,118,1,0
"S00093495",115,105,5,5
"S00093496",80,68,8,4
"S00093497",105,89,5,11
"S00093498",121,105,11,5
"S00093499",158,143,8,7
"S00093500",164,147,4,13
"S00093501",91,72,12,7
"S00093502",110,100,9,1
"S00093503",168,157,9,2
"S00093504",114,104,8,2
"S00093505",121,103,10,8
"S00093506",93,88,4,1
"S00093507",138,116,13,9
"S00093508",110,97,13,0
"S00093509",202,188,6,8
"S00093510",86,67,12,7
"S00093511",94,76,4,14
"S00093512",87,76,7,4
"S00093513",91,75,5,11
"S00093514",54,53,0,1
"S00093515",110,97,4,9
"S00093516",77,71,5,1
"S00093517",84,72,6,6
"S00093518",94,87,6,1
"S00093519",55,51,1,3
"S00093520",137,118,13,6
"S00093521",113,94,11,8
"S00093522",89,83,4,2
"S00093523",119,108,9,2
"S00093524",114,103,10,1
"S00093525",100,91,5,4
"S00093526",118,107,7,4
"S00093527",137,126,10,1
"S00093528",101,85,14,2
"S00093529",156,135,14,7
"S00093530",113,88,20,5
"S00093531",108,86,20,2
"S00093532",96,86,8,2
"S00093533",147,137,5,5
"S00093534",107,91,9,7
"S00093535",80,70,8,2
"S00093536",87,76,7,4
"S00093537",89,79,4,6
"S00093538",177,147,18,12
"S00093539",66,52,8,6
"S00093540",115,92,14,9
"S00093541",124,102,15,7
"S00093542",60,51,5,4
"S00093543",106,85,12,9
"S00093544",103,87,10,6
"S00093545",147,130,13,4
"S00093546",102,99,2,1
"S00093547",160,132,24,4
"S00093548",124,104,13,7
"S00093549",120,96,22,2
"S00093550",113,91,21,1
"S00093551",107,82,19,6
"S00093552",172,139,23,10
"S00093553",136,119,14,3
"S00093554",137,120,14,3
"S00093555",65,56,4,5
"S00093556",106,97,6,3
"S00093557",83,75,6,2
"S00093558",112,96,11,5
"S00093559",99,86,8,5
"S00093560",136,114,18,4
"S00093561",85,80,2,3
"S00093562",161,138,17,6
"S00093563",159,147,10,2
"S00093564",121,115,4,2
"S00093565",110,102,5,3
"S00093566",86,84,0,2
"S00093567",167,150,11,6
"S00093568",99,88,9,2
"S00093569",122,111,5,6
"S00093570",105,91,13,1
"S00093571",98,95,2,1
"S00093572",143,136,2,5
"S00093573",82,73,9,0
"S00093574",94,78,14,2
"S00093575",121,102,10,9
"S00093576",81,74,6,1
"S00093577",99,88,11,0
"S00093578",72,66,6,0
"S00093579",81,60,19,2
"S00093580",135,102,25,8
"S00093581",88,77,1,10
"S00093582",126,114,9,3
"S00093583",86,85,1,0
"S00093584",59,47,9,3
"S00093585",75,60,6,9
"S00093586",108,87,17,4
"S00093587",122,108,13,1
"S00093588",94,74,13,7
"S00093589",74,60,10,4
"S00093590",108,97,5,6
"S00093591",133,104,17,12
"S00093592",104,84,14,6
"S00093593",74,64,8,2
"S00093594",148,125,12,11
"S00093595",147,116,13,18
"S00093596",118,103,8,7
"S00093597",125,99,21,5
"S00093598",139,121,12,6
"S00093599",104,91,10,3
"S00093600",65,48,10,7
"S00093601",80,53,18,9
"S00093602",100,87,10,3
"S00093603",68,62,1,5
"S00093604",85,75,6,4
"S00093605",98,89,6,3
"S00093606",63,47,7,9
"S00093607",113,91,10,12
"S00093608",189,164,15,10
"S00093609",78,67,10,1
"S00093610",106,84,13,9
"S00093611",148,123,20,5
"S00093612",111,100,8,3
"S00093613",123,94,15,14
"S00093614",108,97,8,3
"S00093615",109,91,14,4
"S00093616",106,95,8,3
"S00093617",84,63,5,16
"S00093618",102,77,6,19
"S00093619",95,83,3,9
"S00093620",104,95,4,5
"S00093621",129,107,13,9
"S00093622",72,54,5,13
"S00093623",86,76,9,1
"S00093624",67,61,5,1
"S00093625",84,68,5,11
"S00093626",110,98,9,3
"S00093627",83,74,6,3
"S00093628",73,66,4,3
"S00093629",94,86,8,0
"S00093630",143,123,14,6
"S00093631",85,67,15,3
"S00093632",157,137,17,3
"S00093633",164,149,9,6
"S00093634",144,123,10,11
"S00093635",101,92,6,3
"S00093636",128,112,16,0
"S00093637",87,78,5,4
"S00093638",129,119,6,4
"S00093639",115,106,6,3
"S00093640",108,98,4,6
"S00093641",95,93,0,2
"S00093642",104,85,8,11
"S00093643",90,78,9,3
"S00093644",116,100,9,7
"S00093645",153,123,25,5
"S00093646",66,55,5,6
"S00093647",123,107,15,1
"S00093648",133,113,16,4
"S00093649",158,136,14,8
"S00093650",133,118,13,2
"S00093651",156,132,18,6
"S00093652",113,95,11,7
"S00093653",96,81,10,5
"S00093654",126,120,6,0
"S00093655",127,118,6,3
"S00093656",97,91,4,2
"S00093657",170,152,15,3
"S00093658",72,55,14,3
"S00093659",68,65,2,1
"S00093660",86,79,7,0
"S00093661",114,105,6,3
"S00093662",91,79,10,2
"S00093663",200,165,27,8
"S00093664",89,80,7,2
"S00093665",122,110,10,2
"S00093666",106,90,16,0
"S00093667",61,48,6,7
"S00093668",68,57,5,6
"S00093669",84,70,7,7
"S00093670",135,99,20,16
"S00093671",126,111,12,3
"S00093672",116,110,4,2
"S00093673",153,120,17,16
"S00093674",93,70,13,10
"S00093675",99,88,9,2
"S00093676",112,94,11,7
"S00093677",119,100,11,8
"S00093678",134,112,18,4
"S00093679",68,64,2,2
"S00093680",128,111,15,2
"S00093681",139,122,12,5
"S00093682",122,94,23,5
"S00093683",105,97,7,1
"S00093684",127,115,7,5
"S00093685",124,108,8,8
"S00093686",88,81,6,1
"S00093687",105,93,6,6
"S00093688",60,47,11,2
"S00093689",98,90,3,5
"S00093690",139,128,5,6
"S00093691",205,178,19,8
"S00093692",137,123,7,7
"S00093693",92,87,3,2
"S00093694",130,119,10,1
"S00093695",87,82,4,1
"S00093696",147,127,10,10
"S00093697",107,95,6,6
"S00093698",117,112,3,2
"S00093699",108,91,7,10
"S00093700",126,92,9,25
"S00093701",73,65,6,2
"S00093702",76,70,6,0
"S00093703",91,73,9,9
"S00093704",67,48,7,12
"S00093705",183,169,10,4
"S00093706",101,86,12,3
"S00093707",56,43,7,6
"S00093708",95,84,3,8
"S00093709",67,55,1,11
"S00093710",158,78,12,68
"S00093711",100,88,7,5
"S00093712",75,67,5,3
"S00093713",111,101,4,6
"S00093714",174,157,10,7
"S00093715",146,130,12,4
"S00093716",129,113,13,3
"S00093717",93,83,6,4
"S00093718",115,101,8,6
"S00093719",50,39,5,6
"S00093720",82,65,11,6
"S00093721",114,105,6,3
"S00093722",143,116,17,10
"S00093723",95,82,9,4
"S00093724",88,78,8,2
"S00093725",125,107,14,4
"S00093726",103,84,16,3
"S00093727",109,87,15,7
"S00093728",172,139,22,11
"S00093729",124,91,26,7
"S00093730",109,95,6,8
"S00093731",109,81,19,9
"S00093732",97,82,9,6
"S00093733",93,82,8,3
"S00093734",85,73,8,4
"S00093735",100,80,12,8
"S00093736",123,99,19,5
"S00093737",112,87,21,4
"S00093738",54,48,5,1
"S00093739",128,103,22,3
"S00093740",146,110,32,4
"S00093741",177,146,30,1
"S00093742",151,120,24,7
"S00093743",76,70,4,2
"S00093744",130,102,24,4
"S00093745",109,88,17,4
"S00093746",61,52,7,2
"S00093747",157,64,7,86
"S00093748",128,103,12,13
"S00093749",62,50,8,4
"S00093750",52,39,10,3
"S00093751",110,98,10,2
"S00093752",99,67,11,21
"S00093753",151,123,25,3
"S00093754",99,76,20,3
"S00093755",133,110,17,6
"S00093756",143,101,31,11
"S00093757",163,129,26,8
"S00093758",280,235,31,14
"S00093759",134,114,14,6
"S00093760",233,191,29,13
"S00093761",123,107,9,7
"S00093762",104,93,9,2
"S00093763",175,164,10,1
"S00093764",101,93,4,4
"S00093765",148,132,11,5
"S00093766",80,62,14,4
"S00093767",110,98,8,4
"S00093768",121,101,17,3
"S00093769",179,154,20,5
"S00093770",169,139,24,6
"S00093771",130,115,13,2
"S00093772",110,90,14,6
"S00093773",62,60,2,0
"S00093774",157,142,14,1
"S00093775",101,91,8,2
"S00093776",56,45,7,4
"S00093777",79,72,4,3
"S00093778",78,70,6,2
"S00093779",102,94,6,2
"S00093780",85,74,5,6
"S00093781",56,53,3,0
"S00093782",123,109,8,6
"S00093783",110,94,8,8
"S00093784",114,106,7,1
"S00093785",97,85,10,2
"S00093786",116,97,11,8
"S00093787",190,159,17,14
"S00093788",99,88,8,3
"S00093789",87,78,9,0
"S00093790",133,117,8,8
"S00093791",75,54,8,13
"S00093792",87,78,5,4
"S00093793",104,96,3,5
"S00093794",155,146,4,5
"S00093795",89,77,9,3
"S00093796",87,67,16,4
"S00093797",69,64,3,2
"S00093798",58,44,12,2
"S00093799",73,64,7,2
"S00093800",108,86,19,3
"S00093801",98,83,13,2
"S00093802",110,94,11,5
"S00093803",95,86,8,1
"S00093804",155,132,15,8
"S00093805",75,68,5,2
"S00093806",108,86,12,10
"S00093807",106,95,7,4
"S00093808",72,61,4,7
"S00093809",65,49,3,13
"S00093810",69,54,12,3
"S00093811",109,94,10,5
"S00093812",79,68,5,6
"S00093813",66,56,6,4
"S00093814",105,88,13,4
"S00093815",83,74,6,3
"S00093816",176,164,8,4
"S00093817",75,73,2,0
"S00093818",134,112,13,9
"S00093819",95,85,5,5
"S00093820",154,139,12,3
"S00093821",76,68,6,2
"S00093822",242,194,40,8
"S00093823",127,113,0,14
"S00093824",82,55,1,26
"S00093825",89,78,9,2
"S00093826",192,164,25,3
"S00093827",84,67,6,11
"S00093828",123,105,12,6
"S00093829",99,87,7,5
"S00093830",71,65,4,2
"S00093831",121,104,9,8
"S00093832",98,90,3,5
"S00093833",163,141,13,9
"S00093834",115,93,12,10
"S00093835",113,100,10,3
"S00093836",110,85,19,6
"S00093837",53,50,2,1
"S00093838",71,62,6,3
"S00093839",176,155,17,4
"S00093840",141,105,27,9
"S00093841",77,62,12,3
"S00093842",184,155,21,8
"S00093843",71,65,5,1
"S00093844",150,131,14,5
"S00093845",154,113,29,12
"S00093846",68,48,18,2
"S00093847",109,83,23,3
"S00093848",149,115,27,7
"S00093849",103,82,19,2
"S00093850",122,104,13,5
"S00093851",151,109,34,8
"S00093852",140,104,29,7
"S00093853",95,83,9,3
"S00093854",99,74,17,8
"S00093855",127,107,14,6
"S00093856",72,69,3,0
"S00093857",73,62,7,4
"S00093858",158,122,20,16
"S00093859",215,188,20,7
"S00093860",64,50,9,5
"S00093861",154,119,25,10
"S00093862",127,105,14,8
"S00093863",63,53,4,6
"S00093864",182,155,22,5
"S00093865",164,145,14,5
"S00093866",123,103,12,8
"S00093867",88,84,1,3
"S00093868",197,164,23,10
"S00093869",80,67,6,7
"S00093870",133,109,16,8
"S00093871",138,122,5,11
"S00093872",121,99,14,8
"S00093873",146,125,12,9
"S00093874",75,68,3,4
"S00093875",114,99,9,6
"S00093876",124,106,11,7
"S00093877",131,115,10,6
"S00093878",95,83,5,7
"S00093879",117,100,14,3
"S00093880",120,110,7,3
"S00093881",73,62,8,3
"S00093882",51,48,3,0
"S00093883",189,173,12,4
"S00093884",68,61,4,3
"S00093885",173,151,17,5
"S00093886",143,125,13,5
"S00093887",125,113,11,1
"S00093888",151,131,12,8
"S00093889",104,99,5,0
"S00093890",57,46,7,4
"S00093891",140,121,14,5
"S00093892",102,86,6,10
"S00093893",81,58,10,13
"S00093894",119,102,9,8
"S00093895",99,85,6,8
"S00093896",68,60,8,0
"S00093897",119,97,13,9
"S00093898",232,194,27,11
"S00093899",129,111,11,7
"S00093900",87,72,13,2
"S00093901",127,121,3,3
"S00093902",59,52,5,2
"S00093903",257,223,22,12
"S00093904",188,100,77,11
"S00093905",126,113,11,2
"S00093906",77,68,8,1
"S00093907",78,72,4,2
"S00093908",83,77,6,0
"S00093909",131,116,13,2
"S00093910",172,161,8,3
"S00093911",74,67,6,1
"S00093912",126,109,16,1
"S00093913",111,94,16,1
"S00093914",57,51,5,1
"S00093915",112,98,12,2
"S00093916",63,53,8,2
"S00093917",167,144,18,5
"S00093918",83,58,0,25
"S00093919",144,117,25,2
"S00093920",140,118,19,3
"S00093921",138,112,16,10
"S00093922",125,96,8,21
"S00093923",52,45,3,4
"S00093924",167,150,5,12
"S00093925",86,74,6,6
"S00093926",91,83,3,5
"S00093927",65,55,7,3
"S00093928",65,56,6,3
"S00093929",126,111,1,14
"S00093930",107,95,8,4
"S00093931",87,72,7,8
"S00093932",82,74,2,6
"S00093933",129,120,7,2
"S00093934",157,137,11,9
"S00093935",190,168,17,5
"S00093936",80,79,0,1
"S00093937",69,60,3,6
"S00093938",78,62,8,8
"S00093939",116,94,14,8
"S00093940",91,75,10,6
"S00093941",180,147,24,9
"S00093942",108,92,14,2
"S00093943",99,83,15,1
