output_area,total,house,flat,caravan,shared
60QL000361,118,118,0,0,0
60QL000362,160,144,16,0,0
60QL000363,149,101,48,0,0
60QL000364,177,162,15,0,0
60QL000365,135,134,1,0,0
60QL000366,149,148,1,0,0
60QL000367,133,133,0,0,0
60QL000368,171,167,4,0,0
60QL000369,159,154,5,0,0
60QL000370,93,93,0,0,0
60QL000371,129,102,27,0,0
60QL000372,128,102,26,0,0
60QL000373,125,122,3,0,0
60QL000374,122,113,9,0,0
60QL000375,116,114,2,0,0
60QL000376,135,100,35,0,0
60QL000377,100,86,14,0,0
60QL000378,113,104,9,0,0
60QL000379,131,129,2,0,0
60QL000380,82,50,32,0,0
60QL000381,105,32,73,0,0
60QL000382,184,184,0,0,0
60QL000383,97,37,60,0,0
60QL000384,128,126,2,0,0
60QL000385,119,119,0,0,0
60QL000386,156,156,0,0,0
60QL000387,149,149,0,0,0
60QL000388,75,74,1,0,0
60QL000389,169,160,9,0,0
60QL000390,193,188,5,0,0
60QL000391,182,182,0,0,0
60QL000392,198,124,74,0,0
60QL000393,100,49,51,0,0
60QL000394,62,5,57,0,0
60QL000395,134,98,36,0,0
60QL000396,110,53,57,0,0
60QL000397,123,123,0,0,0
60QL000398,160,156,4,0,0
60QL000399,51,51,0,0,0
60QL000400,110,108,2,0,0
60QL000401,103,103,0,0,0
60QL000402,114,114,0,0,0
60QL000403,155,155,0,0,0
60QL000404,127,127,0,0,0
60QL000405,107,50,57,0,0
60QL000406,80,21,59,0,0
60QL000407,106,56,50,0,0
60QL000408,140,133,7,0,0
60QL000409,98,6,92,0,0
60QL000410,140,3,137,0,0
60QL000411,123,90,33,0,0
60QL000412,104,7,97,0,0
60QL000413,110,22,88,0,0
60QL000414,83,83,0,0,0
60QL000415,78,75,3,0,0
60QL000416,72,8,64,0,0
60QL000417,148,139,9,0,0
60QL000418,141,129,12,0,0
60QL000419,128,29,99,0,0
60QL000420,105,10,95,0,0
60QL000421,84,7,77,0,0
60QL000422,162,125,37,0,0
60QL000423,110,108,2,0,0
60QL000424,135,135,0,0,0
60QL000425,164,149,15,0,0
60QL000426,99,99,0,0,0
60QL000427,133,131,2,0,0
60QL000428,165,165,0,0,0
60QL000429,89,87,2,0,0
60QL000430,102,102,0,0,0
60QL000431,167,162,5,0,0
60QL000432,98,21,77,0,0
60QL000433,86,49,37,0,0
60QL000434,127,79,48,0,0
60QL000435,101,101,0,0,0
60QL000436,86,77,9,0,0
60QL000437,154,72,82,0,0
60QL000438,103,25,78,0,0
60QL000439,102,44,58,0,0
60QL000440,138,29,109,0,0
60QL000441,104,99,5,0,0
60QL000442,114,108,6,0,0
60QL000443,156,152,4,0,0
60QL000444,164,66,98,0,0
60QL000445,127,82,44,1,0
60QL000446,106,92,14,0,0
60QL000447,102,63,39,0,0
60QL000448,115,105,10,0,0
60QL000449,161,138,23,0,0
60QL000450,108,70,38,0,0
60QL000451,107,70,37,0,0
60QL000452,127,115,12,0,0
60QL000453,148,94,54,0,0
60QL000454,117,117,0,0,0
60QL000455,136,73,63,0,0
60QL000456,108,108,0,0,0
60QL000457,122,122,0,0,0
60QL000458,179,177,2,0,0
60QL000459,80,79,1,0,0
60QL000460,90,88,2,0,0
60QL000461,186,183,3,0,0
60QL000462,187,187,0,0,0
60QL000463,96,90,6,0,0
60QL000464,137,121,16,0,0
60QL000465,61,7,54,0,0
60QL000466,53,0,53,0,0
60QL000467,81,56,25,0,0
60QL000468,91,72,19,0,0
60QL000469,117,87,30,0,0
60QL000470,83,54,29,0,0
60QL000471,219,204,15,0,0
60QL000472,135,110,25,0,0
60QL000473,173,163,10,0,0
60QL000474,118,87,31,0,0
60QL000475,86,53,33,0,0
60QL000476,131,26,105,0,0
60QL000477,106,97,9,0,0
60QL000478,114,4,110,0,0
60QL000479,100,73,27,0,0
60QL000480,117,117,0,0,0
60QL000481,108,108,0,0,0
60QL000482,135,92,43,0,0
60QL000483,96,55,41,0,0
60QL000484,119,63,56,0,0
60QL000485,53,44,9,0,0
60QL000486,135,135,0,0,0
60QL000487,64,23,41,0,0
60QL000488,72,56,16,0,0
60QL000489,77,20,57,0,0
60QL000490,130,122,8,0,0
60QL000491,96,76,20,0,0
60QL000492,96,57,39,0,0
60QL000493,94,45,49,0,0
60QL000494,91,51,40,0,0
60QL000495,71,18,53,0,0
60QL000496,108,91,17,0,0
60QL000497,87,31,54,0,2
60QL000498,130,48,82,0,0
60QL000499,86,36,50,0,0
60QL000500,157,108,49,0,0
60QL000501,122,121,1,0,0
60QL000502,119,96,23,0,0
60QL000503,178,176,2,0,0
60QL000504,133,117,16,0,0
60QL000505,57,11,46,0,0
60QL000506,133,133,0,0,0
60QL000507,139,137,2,0,0
60QL000508,163,163,0,0,0
60QL000509,171,171,0,0,0
60QL000510,167,138,29,0,0
60QL000511,154,150,4,0,0
60QL000512,181,181,0,0,0
60QL000513,121,121,0,0,0
60QL000514,176,169,7,0,0
60QL000515,114,70,44,0,0
60QL000516,109,109,0,0,0
60QL000517,142,99,43,0,0
60QL000518,157,155,2,0,0
60QL000519,225,225,0,0,0
60QL000520,213,211,2,0,0
60QL000521,132,129,3,0,0
60QL000522,209,209,0,0,0
60QL000523,223,223,0,0,0
60QL000524,157,157,0,0,0
60QL000525,156,154,2,0,0
60QL000526,172,154,18,0,0
60QL000527,153,153,0,0,0
60QL000528,111,106,5,0,0
60QL000529,127,60,67,0,0
60QL000530,96,94,2,0,0
60QL000531,104,18,86,0,0
60QL000532,94,67,27,0,0
60QL000533,117,98,19,0,0
60QL000534,145,125,20,0,0
60QL000535,173,139,34,0,0
60QL000536,216,216,0,0,0
60QL000537,129,129,0,0,0
60QL000538,188,188,0,0,0
60QL000539,148,146,2,0,0
60QL000540,147,147,0,0,0
60QL000541,140,140,0,0,0
60QL000542,140,140,0,0,0
60QL000543,172,172,0,0,0
60QL000544,134,134,0,0,0
60QL000545,172,172,0,0,0
60QL000546,61,61,0,0,0
60QL000547,116,116,0,0,0
60QL000548,126,126,0,0,0
60QL000549,122,120,2,0,0
60QL000550,127,124,3,0,0
60QL000551,115,101,14,0,0
60QL000552,96,93,3,0,0
60QL000553,127,117,10,0,0
60QL000554,121,119,2,0,0
60QL000555,86,85,1,0,0
60QL000556,155,150,5,0,0
60QL000557,74,74,0,0,0
60QL000558,180,165,15,0,0
60QL000559,179,164,15,0,0
60QL000560,147,103,44,0,0
60QL000561,129,90,39,0,0
60QL000562,206,182,24,0,0
60QL000563,187,187,0,0,0
60QL000564,122,122,0,0,0
60QL000565,142,138,4,0,0
60QL000566,117,111,6,0,0
60QL000567,190,182,8,0,0
60QL000568,192,189,3,0,0
60QL000569,156,145,11,0,0
60QL000570,206,199,7,0,0
60QL000571,55,55,0,0,0
60QL000572,188,178,10,0,0
60QL000573,180,175,5,0,0
60QL000574,145,101,44,0,0
60QL000575,136,87,49,0,0
60QL000576,167,167,0,0,0
60QL000577,100,97,3,0,0
60QL000578,161,157,4,0,0
60QL000579,176,176,0,0,0
60QL000580,151,151,0,0,0
60QL000581,146,146,0,0,0
60QL000582,191,191,0,0,0
60QL000583,131,131,0,0,0
60QL000584,183,183,0,0,0
60QL000585,130,130,0,0,0
60QL000586,160,160,0,0,0
60QL000587,127,127,0,0,0
60QL000588,189,175,14,0,0
60QL000589,193,190,3,0,0
60QL000590,72,44,28,0,0
60QL000591,186,186,0,0,0
60QL000592,191,189,2,0,0
60QL000593,164,161,3,0,0
60QL000594,138,138,0,0,0
60QL000595,155,135,20,0,0
60QL000596,80,52,28,0,0
60QL000597,184,184,0,0,0
60QL000598,139,112,27,0,0
60QL000599,99,89,10,0,0
60QL000600,140,117,23,0,0
60QL000601,153,146,7,0,0
60QL000602,142,142,0,0,0
60QL000603,139,119,20,0,0
60QL000604,122,121,1,0,0
60QL000605,110,110,0,0,0
60QL000606,123,123,0,0,0
60QL000607,142,85,57,0,0
60QL000608,75,62,13,0,0
60QL000609,138,22,116,0,0
60QL000610,80,12,68,0,0
60QL000611,76,76,0,0,0
60QL000612,222,197,25,0,0
60QL000613,194,177,17,0,0
60QL000614,183,153,30,0,0
60QL000615,106,89,17,0,0
60QL000616,215,214,1,0,0
60QL000617,151,151,0,0,0
60QL000618,167,163,4,0,0
60QL000619,164,146,18,0,0
60QL000620,93,70,23,0,0
60QL000621,155,146,9,0,0
60QL000622,113,113,0,0,0
60QL000623,119,106,13,0,0
60QL000624,138,128,10,0,0
60QL000625,67,66,1,0,0
60QL000626,129,118,11,0,0
60QL000627,157,93,63,1,0
60QL000628,163,105,58,0,0
60QL000629,111,96,15,0,0
60QL000630,122,112,10,0,0
60QL000631,187,166,21,0,0
60QL000632,177,164,13,0,0
60QL000633,150,149,1,0,0
60QL000634,95,94,1,0,0
60QL000635,174,163,11,0,0
60QL000636,210,191,19,0,0
60QL000637,99,78,21,0,0
60QL000638,94,81,13,0,0
60QL000639,134,127,7,0,0
60QL000640,131,64,67,0,0
60QL000641,90,40,50,0,0
60QL000642,106,48,58,0,0
60QL000643,168,132,36,0,0
60QL000644,171,144,27,0,0
60QL000645,127,32,95,0,0
60QL000646,214,214,0,0,0
60QL000647,193,189,4,0,0
60QL000648,236,236,0,0,0
60QL000649,164,147,17,0,0
60QL000650,138,128,10,0,0
60QL000651,215,200,15,0,0
60QL000652,150,138,12,0,0
60QL000653,107,107,0,0,0
60QL000654,65,65,0,0,0
60QL000655,125,125,0,0,0
60QL000656,87,87,0,0,0
60QL000657,162,162,0,0,0
60QL000658,110,110,0,0,0
60QL000659,155,155,0,0,0
60QL000660,68,68,0,0,0
60QL000661,79,79,0,0,0
60QL000662,98,86,12,0,0
60QL000663,169,169,0,0,0
60QL000664,150,141,9,0,0
60QL000665,132,127,5,0,0
60QL000666,50,1,49,0,0
60QL000667,122,113,9,0,0
60QL000668,86,66,20,0,0
60QL000669,64,25,3,36,0
60QL000670,92,92,0,0,0
60QL000671,107,105,2,0,0
60QL000672,77,75,2,0,0
60QL000673,55,52,3,0,0
60QL000674,103,103,0,0,0
60QL000675,67,67,0,0,0
60QL000676,133,128,5,0,0
60QL000677,110,108,2,0,0
60QL000678,111,21,90,0,0
60QL000679,195,191,4,0,0
60QL000680,67,63,4,0,0
60QL000681,94,55,39,0,0
60QL000682,60,60,0,0,0
60QL000683,117,106,10,1,0
60QL000684,88,86,2,0,0
60QL000685,166,142,24,0,0
60QL000686,83,52,31,0,0
60QL000687,127,119,8,0,0
60QL000688,66,0,66,0,0
60QL000689,126,17,109,0,0
60QL000690,121,121,0,0,0
60QL000691,86,86,0,0,0
60QL000692,177,174,3,0,0
60QL000693,63,40,23,0,0
60QL000694,124,7,117,0,0
60QL000695,64,64,0,0,0
60QL000696,78,78,0,0,0
60QL000697,88,85,3,0,0
60QL000698,118,87,31,0,0
60QL000699,103,4,99,0,0
60QL000700,91,14,77,0,0
60QL000701,110,108,2,0,0
60QL000702,218,201,17,0,0
60QL000703,115,114,1,0,0
60QL000704,162,162,0,0,0
60QL000705,144,121,23,0,0
60QL000706,111,64,47,0,0
60QL000707,104,104,0,0,0
60QL000708,98,98,0,0,0
60QL000709,86,86,0,0,0
60QL000710,118,106,12,0,0
60QL000711,173,159,12,2,0
60QL000712,68,66,2,0,0
60QL000713,103,91,12,0,0
60QL000714,86,40,46,0,0
60QL000715,114,104,10,0,0
60QL000716,82,71,11,0,0
60QL000717,79,37,42,0,0
60QL000718,59,3,56,0,0
60QL000719,53,23,30,0,0
60QL000720,73,73,0,0,0
60QL000721,61,61,0,0,0
60QL000722,138,138,0,0,0
60QL000723,105,99,6,0,0
60QL000724,123,123,0,0,0
60QL000725,202,202,0,0,0
60QL000726,89,89,0,0,0
60QL000727,108,107,1,0,0
60QL000728,79,79,0,0,0
60QL000729,75,75,0,0,0
60QL000730,160,160,0,0,0
60QL000731,234,204,30,0,0
60QL000732,83,55,28,0,0
60QL000733,99,93,6,0,0
60QL000734,111,64,47,0,0
60QL000735,209,164,45,0,0
60QL000736,109,102,7,0,0
60QL000737,75,29,46,0,0
60QL000738,66,65,1,0,0
60QL000739,136,105,31,0,0
60QL000740,145,135,10,0,0
60QL000741,111,111,0,0,0
60QL000742,60,60,0,0,0
60QL000743,178,176,2,0,0
60QL000744,142,98,44,0,0
60QL000745,155,66,89,0,0
60QL000746,76,73,3,0,0
60QL000747,147,146,1,0,0
60QL000748,239,226,13,0,0
60QL000749,177,132,45,0,0
60QL000750,83,42,41,0,0
60QL000751,182,182,0,0,0
60QL000752,88,88,0,0,0
60QL000753,197,196,1,0,0
60QL000754,255,249,6,0,0
60QL000755,165,165,0,0,0
60QL000756,119,118,1,0,0
60QL000757,142,70,72,0,0
60QL000758,84,84,0,0,0
60QL000759,63,17,46,0,0
60QL000760,111,42,69,0,0
60QL000761,78,44,34,0,0
60QL000762,151,150,1,0,0
60QL000763,117,72,45,0,0
60QL000764,85,58,27,0,0
60QL000765,182,182,0,0,0
60QL000766,225,219,6,0,0
60QL000767,143,140,3,0,0
60QL000768,187,135,52,0,0
60QL000769,196,196,0,0,0
60QL000770,107,100,7,0,0
60QL000771,98,98,0,0,0
60QL000772,65,25,40,0,0
60QL000773,126,105,21,0,0
60QL000774,101,65,36,0,0
60QL000775,314,307,7,0,0
60QL000776,219,219,0,0,0
60QL000777,78,75,3,0,0
60QL000778,286,283,3,0,0
60QL000779,233,206,27,0,0
60QL000780,187,183,4,0,0
60QL000781,215,208,7,0,0
60QL000782,67,34,33,0,0
60QL000783,136,42,94,0,0
60QL000784,112,23,89,0,0
60QL000785,76,2,74,0,0
60QL000786,68,13,55,0,0
60QL000787,67,4,63,0,0
60QL000788,106,35,71,0,0
60QL000789,59,29,30,0,0
60QL000790,80,5,75,0,0
60QL000791,105,71,34,0,0
60QL000792,105,101,4,0,0
60QL000793,120,55,65,0,0
60QL000794,78,10,68,0,0
60QL000795,104,82,22,0,0
60QL000796,162,92,70,0,0
60QL000797,173,142,31,0,0
60QL000798,95,27,68,0,0
60QL000799,150,150,0,0,0
60QL000800,66,66,0,0,0
60QL000801,114,107,7,0,0
60QL000802,106,92,14,0,0
60QL000803,189,110,79,0,0
60QL000804,144,132,12,0,0
60QL000805,137,107,30,0,0
60QL000806,108,101,7,0,0
60QL000807,140,55,85,0,0
60QL000808,57,56,1,0,0
60QL000809,106,21,85,0,0
60QL000810,143,139,4,0,0
60QL000811,107,102,5,0,0
60QL000812,125,125,0,0,0
60QL000813,108,108,0,0,0
60QL000814,148,138,10,0,0
60QL000815,112,105,7,0,0
60QL000816,103,99,4,0,0
60QL000817,183,183,0,0,0
60QL000818,118,109,9,0,0
60QL000819,99,85,14,0,0
60QL000820,128,45,83,0,0
60QL000821,53,24,29,0,0
60QL000822,112,111,1,0,0
60QL000823,133,124,9,0,0
60QM000001,143,128,15,0,0
60QM000002,55,49,6,0,0
60QM000003,163,155,8,0,0
60QM000004,78,78,0,0,0
60QM000005,188,183,3,2,0
60QM000006,55,38,17,0,0
60QM000007,72,71,1,0,0
60QM000008,95,92,0,3,0
60QM000009,121,108,13,0,0
60QM000010,180,177,3,0,0
60QM000011,62,62,0,0,0
60QM000012,82,82,0,0,0
60QM000013,110,99,11,0,0
60QM000014,102,93,9,0,0
60QM000015,177,177,0,0,0
60QM000016,138,138,0,0,0
60QM000017,67,65,0,2,0
60QM000018,125,124,1,0,0
60QM000019,165,165,0,0,0
60QM000020,197,197,0,0,0
60QM000021,145,145,0,0,0
60QM000022,93,84,9,0,0
60QM000023,77,77,0,0,0
60QM000024,129,127,2,0,0
60QM000025,122,107,15,0,0
60QM000026,93,91,2,0,0
60QM000027,152,149,3,0,0
60QM000028,93,87,0,6,0
60QM000029,110,110,0,0,0
60QM000030,123,123,0,0,0
60QM000031,180,177,3,0,0
60QM000032,75,71,2,2,0
60QM000033,95,92,0,3,0
60QM000034,159,159,0,0,0
60QM000035,67,67,0,0,0
60QM000036,179,178,1,0,0
60QM000037,181,168,12,1,0
60QM000038,159,151,8,0,0
60QM000039,137,135,2,0,0
60QM000040,120,120,0,0,0
60QM000041,180,176,4,0,0
60QM000042,126,126,0,0,0
60QM000043,133,114,19,0,0
60QM000044,53,53,0,0,0
60QM000045,99,99,0,0,0
60QM000046,53,53,0,0,0
60QM000047,77,77,0,0,0
60QM000048,88,88,0,0,0
60QM000049,158,154,4,0,0
60QM000050,178,172,5,1,0
60QM000051,104,104,0,0,0
60QM000052,111,106,5,0,0
60QM000053,59,58,1,0,0
60QM000054,96,95,1,0,0
60QM000055,179,177,2,0,0
60QM000056,120,119,1,0,0
60QM000057,115,107,2,6,0
60QM000058,62,60,0,2,0
60QM000059,94,92,2,0,0
60QM000060,94,93,1,0,0
60QM000061,128,126,2,0,0
60QM000062,131,131,0,0,0
60QM000063,144,144,0,0,0
60QM000064,163,151,12,0,0
60QM000065,114,109,5,0,0
60QM000066,133,76,57,0,0
60QM000067,130,75,55,0,0
60QM000068,150,83,67,0,0
60QM000069,142,81,61,0,0
60QM000070,105,27,78,0,0
60QM000071,85,80,5,0,0
60QM000072,82,50,32,0,0
60QM000073,116,112,4,0,0
60QM000074,130,35,95,0,0
60QM000075,145,143,2,0,0
60QM000076,95,38,57,0,0
60QM000077,93,45,48,0,0
60QM000078,202,199,3,0,0
60QM000079,121,88,33,0,0
60QM000080,147,146,1,0,0
60QM000081,142,97,45,0,0
60QM000082,133,103,30,0,0
60QM000083,131,120,11,0,0
60QM000084,186,181,5,0,0
60QM000085,136,106,30,0,0
60QM000086,207,204,3,0,0
60QM000087,116,38,78,0,0
60QM000088,77,32,45,0,0
60QM000089,136,33,103,0,0
60QM000090,174,54,120,0,0
60QM000091,142,58,84,0,0
60QM000092,189,184,5,0,0
60QM000093,148,146,2,0,0
60QM000094,182,182,0,0,0
60QM000095,99,99,0,0,0
60QM000096,67,67,0,0,0
60QM000097,91,91,0,0,0
60QM000098,84,84,0,0,0
60QM000099,68,8,60,0,0
60QM000100,111,109,0,2,0
60QM000101,86,86,0,0,0
60QM000102,103,98,5,0,0
60QM000103,122,122,0,0,0
60QM000104,131,99,32,0,0
60QM000105,107,26,81,0,0
60QM000106,77,4,73,0,0
60QM000107,112,29,83,0,0
60QM000108,83,3,80,0,0
60QM000109,66,16,50,0,0
60QM000110,56,18,38,0,0
60QM000111,181,53,128,0,0
60QM000112,105,15,90,0,0
60QM000113,155,141,14,0,0
60QM000114,82,31,51,0,0
60QM000115,113,18,95,0,0
60QM000116,90,46,44,0,0
60QM000117,112,20,92,0,0
60QM000118,95,4,91,0,0
60QM000119,103,55,43,0,5
60QM000120,80,3,77,0,0
60QM000121,89,2,87,0,0
60QM000122,121,28,93,0,0
60QM000123,80,14,66,0,0
60QM000124,93,10,83,0,0
60QM000125,50,10,40,0,0
60QM000126,92,31,61,0,0
60QM000127,127,62,65,0,0
60QM000128,148,33,115,0,0
60QM000129,79,11,68,0,0
60QM000130,116,82,34,0,0
60QM000131,131,67,64,0,0
60QM000132,51,20,31,0,0
60QM000133,88,25,63,0,0
60QM000134,119,27,92,0,0
60QM000135,78,33,45,0,0
60QM000136,123,45,78,0,0
60QM000137,139,12,127,0,0
60QM000138,132,6,126,0,0
60QM000139,44,6,38,0,0
60QM000140,63,3,60,0,0
60QM000141,77,48,29,0,0
60QM000142,73,30,43,0,0
60QM000143,73,16,57,0,0
60QM000144,81,39,42,0,0
60QM000145,134,105,29,0,0
60QM000146,94,65,29,0,0
60QM000147,84,11,73,0,0
60QM000148,86,5,81,0,0
60QM000149,118,108,10,0,0
60QM000150,63,7,56,0,0
60QM000151,66,4,62,0,0
60QM000152,150,117,33,0,0
60QM000153,146,122,24,0,0
60QM000154,135,81,54,0,0
60QM000155,197,164,29,4,0
60QM000156,90,82,8,0,0
60QM000157,117,117,0,0,0
60QM000158,106,103,3,0,0
60QM000159,109,103,6,0,0
60QM000160,87,84,3,0,0
60QM000161,192,142,50,0,0
60QM000162,211,138,73,0,0
60QM000163,127,112,15,0,0
60QM000164,163,140,23,0,0
60QM000165,63,38,25,0,0
60QM000166,107,79,28,0,0
60QM000167,112,89,23,0,0
60QM000168,138,128,10,0,0
60QM000169,156,128,28,0,0
60QM000170,82,48,34,0,0
60QM000171,127,70,57,0,0
60QM000172,110,70,40,0,0
60QM000173,66,52,14,0,0
60QM000174,172,159,13,0,0
60QM000175,244,242,2,0,0
60QM000176,93,66,27,0,0
60QM000177,139,134,5,0,0
60QM000178,101,76,25,0,0
60QM000179,176,121,55,0,0
60QM000180,120,118,2,0,0
60QM000181,123,94,29,0,0
60QM000182,111,108,3,0,0
60QM000183,146,145,1,0,0
60QM000184,104,39,65,0,0
60QM000185,101,99,2,0,0
60QM000186,135,22,113,0,0
60QM000187,164,94,69,1,0
60QM000188,115,4,111,0,0
60QM000189,126,70,56,0,0
60QM000190,104,77,27,0,0
60QM000191,121,121,0,0,0
60QM000192,108,105,3,0,0
60QM000193,156,137,19,0,0
60QM000194,146,91,55,0,0
60QM000195,122,79,43,0,0
60QM000196,97,36,61,0,0
60QM000197,150,149,1,0,0
60QM000198,130,78,52,0,0
60QM000199,116,100,16,0,0
60QM000200,105,98,7,0,0
60QM000201,120,120,0,0,0
60QM000202,124,124,0,0,0
60QM000203,103,103,0,0,0
60QM000204,142,142,0,0,0
60QM000205,137,135,2,0,0
60QM000206,156,140,16,0,0
60QM000207,98,98,0,0,0
60QM000208,103,103,0,0,0
60QM000209,157,144,13,0,0
60QM000210,270,267,3,0,0
60QM000211,131,122,9,0,0
60QM000212,181,179,2,0,0
60QM000213,128,128,0,0,0
60QM000214,177,177,0,0,0
60QM000215,134,134,0,0,0
60QM000216,168,115,53,0,0
60QM000217,162,159,3,0,0
60QM000218,155,134,21,0,0
60QM000219,149,107,42,0,0
60QM000220,183,181,2,0,0
60QM000221,144,144,0,0,0
60QM000222,108,87,21,0,0
60QM000223,168,151,17,0,0
60QM000224,109,109,0,0,0
60QM000225,86,72,14,0,0
60QM000226,195,67,105,23,0
60QM000227,142,52,90,0,0
60QM000228,152,141,11,0,0
60QM000229,96,95,1,0,0
60QM000230,165,160,5,0,0
60QM000231,162,43,119,0,0
60QM000232,128,92,36,0,0
60QM000233,132,111,21,0,0
60QM000234,118,114,4,0,0
60QM000235,104,104,0,0,0
60QM000236,170,168,2,0,0
60QM000237,134,75,59,0,0
60QM000238,90,86,4,0,0
60QM000239,116,67,48,1,0
60QM000240,171,169,2,0,0
60QM000241,143,137,6,0,0
60QM000242,109,104,5,0,0
60QM000243,80,59,21,0,0
60QM000244,120,93,27,0,0
60QM000245,169,118,49,2,0
60QM000246,73,20,53,0,0
60QM000247,62,48,14,0,0
60QM000248,178,136,42,0,0
60QM000249,151,148,3,0,0
60QM000250,192,181,11,0,0
60QM000251,161,155,6,0,0
60QM000252,177,45,132,0,0
60QM000253,158,41,117,0,0
60QM000254,78,34,44,0,0
60QM000255,100,46,54,0,0
60QM000256,131,60,71,0,0
60QM000257,112,112,0,0,0
60QM000258,96,94,2,0,0
60QM000259,116,116,0,0,0
60QM000260,87,77,10,0,0
60QM000261,108,108,0,0,0
60QM000262,105,105,0,0,0
60QM000263,163,156,7,0,0
60QM000264,131,128,3,0,0
60QM000265,77,52,25,0,0
60QM000266,71,57,14,0,0
60QM000267,70,39,31,0,0
60QM000268,92,92,0,0,0
60QM000269,142,134,8,0,0
60QM000270,114,114,0,0,0
60QM000271,83,63,20,0,0
60QM000272,109,98,11,0,0
60QM000273,76,67,9,0,0
60QM000274,135,135,0,0,0
60QM000275,89,88,1,0,0
60QM000276,125,125,0,0,0
60QM000277,148,139,9,0,0
60QM000278,120,100,20,0,0
60QM000279,107,87,20,0,0
60QM000280,83,76,7,0,0
60QM000281,116,113,3,0,0
60QM000282,131,126,5,0,0
60QM000283,154,154,0,0,0
60QM000284,156,144,12,0,0
60QM000285,170,170,0,0,0
60QM000286,124,124,0,0,0
60QM000287,121,112,9,0,0
60QM000288,98,98,0,0,0
60QM000289,126,85,41,0,0
60QM000290,147,143,4,0,0
60QM000291,137,136,1,0,0
60QM000292,118,118,0,0,0
60QM000293,129,129,0,0,0
60QM000294,110,77,33,0,0
60QM000295,127,124,3,0,0
60QM000296,125,125,0,0,0
60QM000297,136,128,8,0,0
60QM000298,102,102,0,0,0
60QM000299,132,131,1,0,0
60QM000300,99,94,5,0,0
60QM000301,102,99,3,0,0
60QM000302,88,88,0,0,0
60QM000303,91,88,3,0,0
60QM000304,102,99,3,0,0
60QM000305,124,96,28,0,0
60QM000306,153,140,13,0,0
60QM000307,78,59,19,0,0
60QM000308,145,140,5,0,0
60QM000309,94,90,4,0,0
60QM000310,120,111,9,0,0
60QM000311,195,184,11,0,0
60QM000312,117,92,25,0,0
60QM000313,160,156,4,0,0
60QM000314,141,141,0,0,0
60QM000315,196,188,8,0,0
60QM000316,169,153,16,0,0
60QM000317,114,80,34,0,0
60QM000318,125,117,8,0,0
60QM000319,111,102,9,0,0
60QM000320,148,142,6,0,0
60QM000321,103,103,0,0,0
60QM000322,108,108,0,0,0
60QM000323,121,108,13,0,0
60QM000324,109,94,15,0,0
60QM000325,124,45,79,0,0
60QM000326,143,53,90,0,0
60QM000327,90,88,0,2,0
60QM000328,80,53,27,0,0
60QM000329,88,46,42,0,0
60QM000330,60,52,8,0,0
60QM000331,75,39,36,0,0
60QM000332,63,57,6,0,0
60QM000333,76,59,17,0,0
60QM000334,120,112,8,0,0
60QM000335,108,104,4,0,0
60QM000336,74,74,0,0,0
60QM000337,109,109,0,0,0
60QM000338,151,151,0,0,0
60QM000339,141,138,3,0,0
60QM000340,107,107,0,0,0
60QM000341,102,97,5,0,0
60QM000342,153,149,4,0,0
60QM000343,82,79,3,0,0
60QM000344,113,112,1,0,0
60QM000345,132,132,0,0,0
60QM000346,101,101,0,0,0
60QM000347,73,20,53,0,0
60QM000348,149,145,4,0,0
60QM000349,121,117,4,0,0
60QM000350,105,105,0,0,0
60QM000351,130,130,0,0,0
60QM000352,119,108,11,0,0
60QM000353,100,95,5,0,0
60QM000354,102,94,8,0,0
60QM000355,86,82,4,0,0
60QM000356,107,11,96,0,0
60QM000357,127,97,30,0,0
60QM000358,136,136,0,0,0
60QM000359,133,98,35,0,0
60QM000360,49,13,36,0,0
60QM000361,71,71,0,0,0
60QM000362,67,67,0,0,0
60QM000363,114,108,6,0,0
60QM000364,116,80,36,0,0
60QM000365,87,87,0,0,0
60QM000366,151,146,5,0,0
60QM000367,115,115,0,0,0
60QM000368,112,107,5,0,0
60QM000369,63,58,5,0,0
60QM000370,135,118,17,0,0
60QM000371,93,87,6,0,0
60QM000372,112,110,2,0,0
60QM000373,98,96,2,0,0
60QM000374,114,113,1,0,0
60QM000375,105,103,2,0,0
60QM000376,106,97,9,0,0
60QM000377,60,7,53,0,0
60QM000378,52,33,19,0,0
60QM000379,87,16,71,0,0
60QM000380,115,32,83,0,0
60QM000381,144,144,0,0,0
60QM000382,101,101,0,0,0
60QM000383,139,115,24,0,0
60QM000384,137,137,0,0,0
60QM000385,223,162,61,0,0
60QM000386,182,178,4,0,0
60QM000387,104,98,6,0,0
60QM000388,143,143,0,0,0
60QM000389,95,86,9,0,0
60QM000390,82,19,63,0,0
60QM000391,158,37,121,0,0
60QM000392,222,222,0,0,0
60QM000393,51,38,13,0,0
60QM000394,204,204,0,0,0
60QM000395,90,90,0,0,0
60QM000396,184,184,0,0,0
60QM000397,108,108,0,0,0
60QM000398,134,118,16,0,0
60QM000399,133,107,26,0,0
60QM000400,140,123,17,0,0
60QM000401,107,85,22,0,0
60QM000402,62,23,39,0,0
60QM000403,65,38,27,0,0
60QM000404,132,132,0,0,0
60QM000405,88,71,17,0,0
60QM000406,59,40,19,0,0
60QM000407,100,91,9,0,0
60QM000408,113,107,6,0,0
60QM000409,115,101,14,0,0
60QM000410,139,124,15,0,0
