"dz_2011","la_name","year","total","white","pakistani","chinese","other"
"S01006587","Aberdeen City",2001,565,464,2,5,94
"S01006588","Aberdeen City",2001,428,414,0,4,10
"S01006589","Aberdeen City",2001,611,598,0,3,10
"S01006590","Aberdeen City",2001,974,931,4,13,26
"S01006591","Aberdeen City",2001,499,454,4,23,18
"S01006592","Aberdeen City",2001,800,775,2,2,21
"S01006593","Aberdeen City",2001,866,843,1,4,18
"S01006594","Aberdeen City",2001,547,545,0,1,1
"S01006595","Aberdeen City",2001,715,689,0,4,22
"S01006596","Aberdeen City",2001,745,713,1,7,24
"S01006597","Aberdeen City",2001,555,539,0,1,15
"S01006598","Aberdeen City",2001,1055,1035,0,2,18
"S01006599","Aberdeen City",2001,835,798,0,7,30
"S01006600","Aberdeen City",2001,1285,1215,4,15,51
"S01006601","Aberdeen City",2001,1114,1088,0,5,21
"S01006602","Aberdeen City",2001,1021,994,1,1,25
"S01006603","Aberdeen City",2001,1053,1050,0,0,3
"S01006604","Aberdeen City",2001,684,678,0,0,6
"S01006605","Aberdeen City",2001,796,789,2,0,5
"S01006606","Aberdeen City",2001,838,827,0,1,10
"S01006607","Aberdeen City",2001,970,965,0,0,5
"S01006608","Aberdeen City",2001,598,590,0,0,8
"S01006609","Aberdeen City",2001,1089,1077,1,1,10
"S01006610","Aberdeen City",2001,500,494,0,0,6
"S01006611","Aberdeen City",2001,969,964,0,1,4
"S01006612","Aberdeen City",2001,862,831,0,4,27
"S01006613","Aberdeen City",2001,641,622,1,13,5
"S01006614","Aberdeen City",2001,687,673,0,8,6
"S01006615","Aberdeen City",2001,734,725,0,3,6
"S01006616","Aberdeen City",2001,838,823,1,6,8
"S01006617","Aberdeen City",2001,710,702,0,0,8
"S01006618","Aberdeen City",2001,568,560,0,1,7
"S01006619","Aberdeen City",2001,1097,1085,2,1,9
"S01006620","Aberdeen City",2001,937,933,0,3,1
"S01006621","Aberdeen City",2001,577,574,0,0,3
"S01006622","Aberdeen City",2001,869,857,0,8,4
"S01006623","Aberdeen City",2001,800,788,4,0,8
"S01006624","Aberdeen City",2001,1011,1001,0,0,10
"S01006625","Aberdeen City",2001,648,643,0,0,5
"S01006626","Aberdeen City",2001,684,680,0,0,4
"S01006627","Aberdeen City",2001,791,779,0,1,11
"S01006628","Aberdeen City",2001,1087,1073,0,1,13
"S01006629","Aberdeen City",2001,754,738,0,0,16
"S01006630","Aberdeen City",2001,677,675,0,0,2
"S01006631","Aberdeen City",2001,954,951,0,0,3
"S01006632","Aberdeen City",2001,887,875,4,0,8
"S01006633","Aberdeen City",2001,700,684,0,3,13
"S01006634","Aberdeen City",2001,577,577,0,0,0
"S01006635","Aberdeen City",2001,646,638,1,0,7
"S01006636","Aberdeen City",2001,1058,1051,0,0,7
"S01006637","Aberdeen City",2001,845,804,0,2,39
"S01006638","Aberdeen City",2001,771,739,6,1,25
"S01006639","Aberdeen City",2001,867,825,2,9,31
"S01006640","Aberdeen City",2001,564,552,0,0,12
"S01006641","Aberdeen City",2001,1447,1414,0,20,13
"S01006642","Aberdeen City",2001,901,864,4,12,21
"S01006643","Aberdeen City",2001,711,666,7,4,34
"S01006644","Aberdeen City",2001,900,854,18,6,22
"S01006645","Aberdeen City",2001,721,696,2,8,15
"S01006646","Aberdeen City",2001,549,508,1,3,37
"S01006647","Aberdeen City",2001,859,814,5,2,38
"S01006648","Aberdeen City",2001,1645,1505,12,41,87
"S01006649","Aberdeen City",2001,943,891,7,4,41
"S01006650","Aberdeen City",2001,790,768,0,4,18
"S01006651","Aberdeen City",2001,631,598,0,8,25
"S01006652","Aberdeen City",2001,445,422,0,4,19
"S01006653","Aberdeen City",2001,502,486,0,9,7
"S01006654","Aberdeen City",2001,861,834,5,4,18
"S01006655","Aberdeen City",2001,1297,1274,1,3,19
"S01006656","Aberdeen City",2001,1208,1149,4,7,48
"S01006657","Aberdeen City",2001,528,513,0,0,15
"S01006658","Aberdeen City",2001,970,864,11,4,91
"S01006659","Aberdeen City",2001,886,848,2,10,26
"S01006660","Aberdeen City",2001,495,436,3,2,54
"S01006661","Aberdeen City",2001,915,890,1,4,20
"S01006662","Aberdeen City",2001,685,581,1,10,93
"S01006663","Aberdeen City",2001,511,484,0,4,23
"S01006664","Aberdeen City",2001,421,413,1,0,7
"S01006665","Aberdeen City",2001,763,709,6,5,43
"S01006666","Aberdeen City",2001,757,723,0,7,27
"S01006667","Aberdeen City",2001,698,673,0,2,23
"S01006668","Aberdeen City",2001,833,781,3,20,29
"S01006669","Aberdeen City",2001,1203,1145,2,19,37
"S01006670","Aberdeen City",2001,547,535,0,3,9
"S01006671","Aberdeen City",2001,1232,1114,11,13,94
"S01006672","Aberdeen City",2001,767,725,0,10,32
"S01006673","Aberdeen City",2001,1068,1007,11,7,43
"S01006674","Aberdeen City",2001,1006,935,9,15,47
"S01006675","Aberdeen City",2001,536,462,1,1,72
"S01006676","Aberdeen City",2001,892,865,0,0,27
"S01006677","Aberdeen City",2001,697,684,3,0,10
"S01006678","Aberdeen City",2001,1191,1163,4,2,22
"S01006679","Aberdeen City",2001,619,610,0,1,8
"S01006680","Aberdeen City",2001,698,659,0,14,25
"S01006681","Aberdeen City",2001,897,862,1,6,28
"S01006682","Aberdeen City",2001,716,673,1,1,41
"S01006683","Aberdeen City",2001,745,694,0,3,48
"S01006684","Aberdeen City",2001,696,680,0,3,13
"S01006685","Aberdeen City",2001,672,661,1,1,9
"S01006686","Aberdeen City",2001,654,637,0,3,14
"S01006687","Aberdeen City",2001,996,976,2,0,18
"S01006688","Aberdeen City",2001,957,952,0,1,4
"S01006689","Aberdeen City",2001,1375,1365,0,7,3
"S01006690","Aberdeen City",2001,576,555,1,5,15
"S01006691","Aberdeen City",2001,554,529,1,5,19
"S01006692","Aberdeen City",2001,793,771,0,3,19
"S01006693","Aberdeen City",2001,888,873,0,2,13
"S01006694","Aberdeen City",2001,907,903,0,1,3
"S01006695","Aberdeen City",2001,761,746,0,5,10
"S01006696","Aberdeen City",2001,811,803,3,2,3
"S01006697","Aberdeen City",2001,933,919,0,0,14
"S01006698","Aberdeen City",2001,692,684,0,2,6
"S01006699","Aberdeen City",2001,501,489,1,1,10
"S01006700","Aberdeen City",2001,886,864,0,2,20
"S01006701","Aberdeen City",2001,762,757,0,0,5
"S01006702","Aberdeen City",2001,813,808,0,0,5
"S01006703","Aberdeen City",2001,706,697,0,2,7
"S01006704","Aberdeen City",2001,694,694,0,0,0
"S01006705","Aberdeen City",2001,784,783,0,0,1
"S01006706","Aberdeen City",2001,636,630,0,0,6
"S01006707","Aberdeen City",2001,772,767,0,0,5
"S01006708","Aberdeen City",2001,817,811,0,0,6
"S01006709","Aberdeen City",2001,874,863,0,6,5
"S01006710","Aberdeen City",2001,943,935,0,5,3
"S01006711","Aberdeen City",2001,1052,1040,0,0,12
"S01006712","Aberdeen City",2001,557,552,4,1,0
"S01006713","Aberdeen City",2001,1022,1017,0,0,5
"S01006714","Aberdeen City",2001,712,709,0,0,3
"S01006715","Aberdeen City",2001,624,615,2,0,7
"S01006716","Aberdeen City",2001,654,650,0,0,4
"S01006717","Aberdeen City",2001,1080,1078,1,0,1
"S01006718","Aberdeen City",2001,713,704,0,1,8
"S01006719","Aberdeen City",2001,873,869,0,0,4
"S01006720","Aberdeen City",2001,610,607,0,0,3
"S01006721","Aberdeen City",2001,1005,999,0,1,5
"S01006722","Aberdeen City",2001,760,758,0,0,2
"S01006723","Aberdeen City",2001,900,896,0,0,4
"S01006724","Aberdeen City",2001,924,914,1,3,6
"S01006725","Aberdeen City",2001,802,801,0,0,1
"S01006726","Aberdeen City",2001,1291,1272,0,1,18
"S01006727","Aberdeen City",2001,1200,1194,0,4,2
"S01006728","Aberdeen City",2001,788,785,0,0,3
"S01006729","Aberdeen City",2001,746,735,2,0,9
"S01006730","Aberdeen City",2001,926,919,0,0,7
"S01006731","Aberdeen City",2001,622,615,0,5,2
"S01006732","Aberdeen City",2001,1375,1315,0,0,60
"S01006733","Aberdeen City",2001,873,822,0,11,40
"S01006734","Aberdeen City",2001,1014,973,4,18,19
"S01006735","Aberdeen City",2001,633,598,3,12,20
"S01006736","Aberdeen City",2001,1007,943,7,18,39
"S01006737","Aberdeen City",2001,831,802,0,1,28
"S01006738","Aberdeen City",2001,763,757,0,0,6
"S01006739","Aberdeen City",2001,622,616,0,1,5
"S01006740","Aberdeen City",2001,758,756,0,0,2
"S01006741","Aberdeen City",2001,718,715,0,0,3
"S01006742","Aberdeen City",2001,507,506,0,0,1
"S01006743","Aberdeen City",2001,586,584,0,0,2
"S01006744","Aberdeen City",2001,606,605,0,1,0
"S01006745","Aberdeen City",2001,795,790,0,2,3
"S01006746","Aberdeen City",2001,966,961,0,2,3
"S01006747","Aberdeen City",2001,1110,1093,0,1,16
"S01006748","Aberdeen City",2001,1020,1020,0,0,0
"S01006749","Aberdeen City",2001,1232,1202,8,2,20
"S01006750","Aberdeen City",2001,691,683,0,0,8
"S01006751","Aberdeen City",2001,583,580,0,0,3
"S01006752","Aberdeen City",2001,942,935,0,0,7
"S01006753","Aberdeen City",2001,946,939,0,0,7
"S01006754","Aberdeen City",2001,1007,1007,0,0,0
"S01006755","Aberdeen City",2001,876,866,0,5,5
"S01006756","Aberdeen City",2001,830,820,0,0,10
"S01006757","Aberdeen City",2001,888,868,2,4,14
"S01006758","Aberdeen City",2001,710,694,0,6,10
"S01006759","Aberdeen City",2001,646,635,0,5,6
"S01006760","Aberdeen City",2001,516,508,0,1,7
"S01006761","Aberdeen City",2001,762,749,8,3,2
"S01006762","Aberdeen City",2001,919,886,26,3,4
"S01006763","Aberdeen City",2001,890,866,3,11,10
"S01006764","Aberdeen City",2001,867,855,0,0,12
"S01006765","Aberdeen City",2001,632,628,0,0,4
"S01006766","Aberdeen City",2001,666,648,0,13,5
"S01006767","Aberdeen City",2001,750,725,0,16,9
"S01006768","Aberdeen City",2001,1138,1092,2,21,23
"S01006769","Aberdeen City",2001,953,938,0,0,15
"S01006770","Aberdeen City",2001,767,759,5,3,0
"S01006771","Aberdeen City",2001,501,477,10,11,3
"S01006772","Aberdeen City",2001,937,909,4,12,12
"S01006773","Aberdeen City",2001,736,706,0,28,2
"S01006774","Aberdeen City",2001,745,693,4,40,8
"S01006775","Aberdeen City",2001,881,854,6,8,13
"S01006776","Aberdeen City",2001,567,564,0,3,0
"S01006777","Aberdeen City",2001,739,722,0,1,16
"S01006778","Aberdeen City",2001,721,718,0,3,0
"S01006779","Aberdeen City",2001,669,650,4,0,15
"S01006780","Aberdeen City",2001,595,590,0,1,4
"S01006781","Aberdeen City",2001,733,708,4,12,9
"S01006782","Aberdeen City",2001,690,501,6,30,153
"S01006783","Aberdeen City",2001,680,656,12,4,8
"S01006784","Aberdeen City",2001,618,609,0,1,8
"S01006785","Aberdeen City",2001,863,839,0,16,8
"S01006786","Aberdeen City",2001,808,762,0,32,14
"S01006787","Aberdeen City",2001,738,732,0,0,6
"S01006788","Aberdeen City",2001,794,757,6,16,15
"S01006789","Aberdeenshire",2001,995,988,0,2,5
"S01006790","Aberdeenshire",2001,975,972,0,0,3
"S01006791","Aberdeenshire",2001,514,511,0,0,3
"S01006792","Aberdeenshire",2001,485,481,1,0,3
"S01006793","Aberdeenshire",2001,579,578,0,0,1
"S01006794","Aberdeenshire",2001,819,810,0,0,9
"S01006795","Aberdeenshire",2001,1000,998,0,0,2
"S01006796","Aberdeenshire",2001,349,345,0,4,0
"S01006797","Aberdeenshire",2001,715,712,0,0,3
"S01006798","Aberdeenshire",2001,748,747,0,0,1
"S01006799","Aberdeenshire",2001,1126,1124,0,0,2
"S01006800","Aberdeenshire",2001,1009,992,0,4,13
"S01006801","Aberdeenshire",2001,1203,1201,0,0,2
"S01006802","Aberdeenshire",2001,679,679,0,0,0
"S01006803","Aberdeenshire",2001,656,655,0,0,1
"S01006804","Aberdeenshire",2001,778,778,0,0,0
"S01006805","Aberdeenshire",2001,1020,1013,0,0,7
"S01006806","Aberdeenshire",2001,964,959,0,2,3
"S01006807","Aberdeenshire",2001,524,520,1,0,3
"S01006808","Aberdeenshire",2001,830,820,0,0,10
"S01006809","Aberdeenshire",2001,979,975,0,2,2
"S01006810","Aberdeenshire",2001,906,901,0,0,5
"S01006811","Aberdeenshire",2001,1044,1042,0,0,2
"S01006812","Aberdeenshire",2001,663,655,0,0,8
"S01006813","Aberdeenshire",2001,669,662,0,3,4
"S01006814","Aberdeenshire",2001,972,963,0,0,9
"S01006815","Aberdeenshire",2001,537,537,0,0,0
"S01006816","Aberdeenshire",2001,674,666,0,0,8
"S01006817","Aberdeenshire",2001,620,613,0,3,4
"S01006818","Aberdeenshire",2001,846,840,0,0,6
"S01006819","Aberdeenshire",2001,819,815,0,1,3
"S01006820","Aberdeenshire",2001,800,794,0,0,6
"S01006821","Aberdeenshire",2001,591,586,1,1,3
"S01006822","Aberdeenshire",2001,917,905,0,0,12
"S01006823","Aberdeenshire",2001,724,715,1,1,7
"S01006824","Aberdeenshire",2001,955,952,0,0,3
"S01006825","Aberdeenshire",2001,897,892,0,0,5
"S01006826","Aberdeenshire",2001,1277,1264,0,2,11
"S01006827","Aberdeenshire",2001,1003,993,0,4,6
"S01006828","Aberdeenshire",2001,880,875,0,2,3
"S01006829","Aberdeenshire",2001,492,489,0,0,3
"S01006830","Aberdeenshire",2001,736,730,0,0,6
"S01006831","Aberdeenshire",2001,607,606,0,1,0
"S01006832","Aberdeenshire",2001,1118,1113,0,5,0
"S01006833","Aberdeenshire",2001,481,477,0,0,4
"S01006834","Aberdeenshire",2001,371,369,0,0,2
"S01006835","Aberdeenshire",2001,890,877,0,2,11
"S01006836","Aberdeenshire",2001,204,204,0,0,0
"S01006837","Aberdeenshire",2001,511,507,0,0,4
"S01006838","Aberdeenshire",2001,699,695,0,0,4
"S01006839","Aberdeenshire",2001,1423,1411,2,4,6
"S01006840","Aberdeenshire",2001,967,956,0,2,9
"S01006841","Aberdeenshire",2001,991,981,0,1,9
"S01006842","Aberdeenshire",2001,898,884,1,1,12
"S01006843","Aberdeenshire",2001,870,866,1,1,2
"S01006844","Aberdeenshire",2001,722,711,0,0,11
"S01006845","Aberdeenshire",2001,899,881,1,3,14
"S01006846","Aberdeenshire",2001,572,566,0,0,6
"S01006847","Aberdeenshire",2001,956,950,0,1,5
"S01006848","Aberdeenshire",2001,963,948,0,1,14
"S01006849","Aberdeenshire",2001,976,964,0,0,12
"S01006850","Aberdeenshire",2001,1286,1262,1,2,21
"S01006851","Aberdeenshire",2001,989,987,0,0,2
"S01006852","Aberdeenshire",2001,729,713,0,2,14
"S01006853","Aberdeenshire",2001,1131,1093,0,4,34
"S01006854","Aberdeenshire",2001,839,836,0,0,3
"S01006855","Aberdeenshire",2001,746,743,0,0,3
"S01006856","Aberdeenshire",2001,614,601,6,1,6
"S01006857","Aberdeenshire",2001,907,904,0,0,3
"S01006858","Aberdeenshire",2001,818,813,0,2,3
"S01006859","Aberdeenshire",2001,1190,1173,0,6,11
"S01006860","Aberdeenshire",2001,551,546,0,0,5
"S01006861","Aberdeenshire",2001,452,444,0,0,8
"S01006862","Aberdeenshire",2001,709,707,0,0,2
"S01006863","Aberdeenshire",2001,618,614,0,0,4
"S01006864","Aberdeenshire",2001,321,321,0,0,0
"S01006865","Aberdeenshire",2001,1210,1190,2,10,8
"S01006866","Aberdeenshire",2001,577,569,0,3,5
"S01006867","Aberdeenshire",2001,784,780,0,0,4
"S01006868","Aberdeenshire",2001,888,883,0,0,5
"S01006869","Aberdeenshire",2001,508,507,0,0,1
"S01006870","Aberdeenshire",2001,398,397,0,0,1
"S01006871","Aberdeenshire",2001,696,691,0,0,5
"S01006872","Aberdeenshire",2001,704,700,0,0,4
"S01006873","Aberdeenshire",2001,986,979,0,0,7
"S01006874","Aberdeenshire",2001,644,643,0,0,1
"S01006875","Aberdeenshire",2001,701,698,0,0,3
"S01006876","Aberdeenshire",2001,1055,1050,0,0,5
"S01006877","Aberdeenshire",2001,1118,1112,0,0,6
"S01006878","Aberdeenshire",2001,731,721,0,1,9
"S01006879","Aberdeenshire",2001,906,905,0,0,1
"S01006880","Aberdeenshire",2001,543,542,0,0,1
"S01006881","Aberdeenshire",2001,780,777,0,0,3
"S01006882","Aberdeenshire",2001,438,438,0,0,0
"S01006883","Aberdeenshire",2001,402,396,0,5,1
"S01006884","Aberdeenshire",2001,839,833,0,4,2
"S01006885","Aberdeenshire",2001,493,486,0,0,7
"S01006886","Aberdeenshire",2001,755,754,1,0,0
"S01006887","Aberdeenshire",2001,668,656,0,0,12
"S01006888","Aberdeenshire",2001,694,688,0,0,6
"S01006889","Aberdeenshire",2001,1112,1101,0,0,11
"S01006890","Aberdeenshire",2001,695,682,0,1,12
"S01006891","Aberdeenshire",2001,1514,1504,0,2,8
"S01006892","Aberdeenshire",2001,646,646,0,0,0
"S01006893","Aberdeenshire",2001,581,577,4,0,0
"S01006894","Aberdeenshire",2001,1165,1162,0,0,3
"S01006895","Aberdeenshire",2001,629,625,0,4,0
"S01006896","Aberdeenshire",2001,939,939,0,0,0
"S01006897","Aberdeenshire",2001,756,748,0,5,3
"S01006898","Aberdeenshire",2001,1021,1012,0,0,9
"S01006899","Aberdeenshire",2001,907,907,0,0,0
"S01006900","Aberdeenshire",2001,666,657,0,4,5
"S01006901","Aberdeenshire",2001,658,653,0,0,5
"S01006902","Aberdeenshire",2001,688,685,0,0,3
"S01006903","Aberdeenshire",2001,1073,1064,0,0,9
"S01006904","Aberdeenshire",2001,773,764,0,0,9
"S01006905","Aberdeenshire",2001,1031,1027,0,0,4
"S01006906","Aberdeenshire",2001,940,938,0,0,2
"S01006907","Aberdeenshire",2001,577,574,0,0,3
"S01006908","Aberdeenshire",2001,939,930,0,0,9
"S01006909","Aberdeenshire",2001,874,874,0,0,0
"S01006910","Aberdeenshire",2001,1054,1036,0,0,18
"S01006911","Aberdeenshire",2001,560,560,0,0,0
"S01006912","Aberdeenshire",2001,609,609,0,0,0
"S01006913","Aberdeenshire",2001,420,420,0,0,0
"S01006914","Aberdeenshire",2001,664,657,0,1,6
"S01006915","Aberdeenshire",2001,797,783,0,0,14
"S01006916","Aberdeenshire",2001,320,318,0,0,2
"S01006917","Aberdeenshire",2001,678,678,0,0,0
"S01006918","Aberdeenshire",2001,472,471,0,0,1
"S01006919","Aberdeenshire",2001,481,476,0,0,5
"S01006920","Aberdeenshire",2001,480,471,0,0,9
"S01006921","Aberdeenshire",2001,664,657,0,3,4
"S01006922","Aberdeenshire",2001,587,585,0,1,1
"S01006923","Aberdeenshire",2001,873,871,0,1,1
"S01006924","Aberdeenshire",2001,525,524,0,0,1
"S01006925","Aberdeenshire",2001,553,540,0,1,12
"S01006926","Aberdeenshire",2001,438,438,0,0,0
"S01006927","Aberdeenshire",2001,384,384,0,0,0
"S01006928","Aberdeenshire",2001,1223,1219,0,0,4
"S01006929","Aberdeenshire",2001,856,841,0,1,14
"S01006930","Aberdeenshire",2001,1249,1206,0,12,31
"S01006931","Aberdeenshire",2001,333,329,0,0,4
"S01006932","Aberdeenshire",2001,400,348,0,20,32
"S01006933","Aberdeenshire",2001,682,678,0,0,4
"S01006934","Aberdeenshire",2001,606,605,0,0,1
"S01006935","Aberdeenshire",2001,798,778,1,7,12
"S01006936","Aberdeenshire",2001,683,680,0,0,3
"S01006937","Aberdeenshire",2001,816,802,0,4,10
"S01006938","Aberdeenshire",2001,592,589,0,0,3
"S01006939","Aberdeenshire",2001,707,697,0,0,10
"S01006940","Aberdeenshire",2001,1023,1001,0,1,21
"S01006941","Aberdeenshire",2001,646,637,3,0,6
"S01006942","Aberdeenshire",2001,1002,997,0,0,5
"S01006943","Aberdeenshire",2001,343,343,0,0,0
"S01006944","Aberdeenshire",2001,425,425,0,0,0
"S01006945","Aberdeenshire",2001,663,647,0,0,16
"S01006946","Aberdeenshire",2001,885,877,0,0,8
"S01006947","Aberdeenshire",2001,667,655,0,0,12
"S01006948","Aberdeenshire",2001,1067,1065,0,0,2
"S01006949","Aberdeenshire",2001,574,565,1,1,7
"S01006950","Aberdeenshire",2001,288,272,0,0,16
"S01006951","Aberdeenshire",2001,484,483,0,0,1
"S01006952","Aberdeenshire",2001,908,899,0,0,9
"S01006953","Aberdeenshire",2001,1186,1186,0,0,0
"S01006954","Aberdeenshire",2001,812,800,0,5,7
"S01006955","Aberdeenshire",2001,574,571,0,0,3
"S01006956","Aberdeenshire",2001,988,981,0,0,7
"S01006957","Aberdeenshire",2001,1114,1101,0,0,13
"S01006958","Aberdeenshire",2001,973,947,3,0,23
"S01006959","Aberdeenshire",2001,1187,1186,0,0,1
"S01006960","Aberdeenshire",2001,690,690,0,0,0
"S01006961","Aberdeenshire",2001,690,690,0,0,0
"S01006962","Aberdeenshire",2001,927,925,0,2,0
"S01006963","Aberdeenshire",2001,777,765,0,0,12
"S01006964","Aberdeenshire",2001,785,774,2,0,9
"S01006965","Aberdeenshire",2001,570,569,0,0,1
"S01006966","Aberdeenshire",2001,680,677,0,0,3
"S01006967","Aberdeenshire",2001,695,689,0,3,3
"S01006968","Aberdeenshire",2001,555,552,0,0,3
"S01006969","Aberdeenshire",2001,1539,1534,0,0,5
"S01006970","Aberdeenshire",2001,836,830,0,0,6
"S01006971","Aberdeenshire",2001,578,577,0,0,1
"S01006972","Aberdeenshire",2001,474,474,0,0,0
"S01006973","Aberdeenshire",2001,667,658,0,0,9
"S01006974","Aberdeenshire",2001,1015,1001,0,2,12
"S01006975","Aberdeenshire",2001,1159,1150,6,1,2
"S01006976","Aberdeenshire",2001,435,427,0,0,8
"S01006977","Aberdeenshire",2001,700,690,0,2,8
"S01006978","Aberdeenshire",2001,1062,1050,0,0,12
"S01006979","Aberdeenshire",2001,780,778,0,0,2
"S01006980","Aberdeenshire",2001,962,961,0,0,1
"S01006981","Aberdeenshire",2001,787,787,0,0,0
"S01006982","Aberdeenshire",2001,776,760,5,9,2
"S01006983","Aberdeenshire",2001,1443,1430,0,1,12
"S01006984","Aberdeenshire",2001,631,627,0,0,4
"S01006985","Aberdeenshire",2001,1148,1138,0,3,7
"S01006986","Aberdeenshire",2001,564,564,0,0,0
"S01006987","Aberdeenshire",2001,662,659,0,1,2
"S01006988","Aberdeenshire",2001,535,535,0,0,0
"S01006989","Aberdeenshire",2001,1082,1076,0,0,6
"S01006990","Aberdeenshire",2001,857,844,0,0,13
"S01006991","Aberdeenshire",2001,493,493,0,0,0
"S01006992","Aberdeenshire",2001,773,759,0,0,14
"S01006993","Aberdeenshire",2001,520,517,0,3,0
"S01006994","Aberdeenshire",2001,561,556,0,0,5
"S01006995","Aberdeenshire",2001,985,981,0,0,4
"S01006996","Aberdeenshire",2001,743,743,0,0,0
"S01006997","Aberdeenshire",2001,804,803,0,0,1
"S01006998","Aberdeenshire",2001,1124,1123,0,0,1
"S01006999","Aberdeenshire",2001,1219,1216,0,0,3
"S01007000","Aberdeenshire",2001,913,913,0,0,0
"S01007001","Aberdeenshire",2001,844,840,0,0,4
"S01007002","Aberdeenshire",2001,538,538,0,0,0
"S01007003","Aberdeenshire",2001,454,454,0,0,0
"S01007004","Aberdeenshire",2001,723,720,0,0,3
"S01007005","Aberdeenshire",2001,1029,1028,0,1,0
"S01007006","Aberdeenshire",2001,871,867,0,0,4
